caseNumber,steps,temperature,intensityOfUse,humidity,degradationState,productionVolume,treatment
10001,44,5.756254713,9.284330901,20.75105831,3751.156624,1249.768675,0
10001,45,7.003328183,4.850535325,27.58193285,3754.865686,624.5134314,1
10001,46,20.39561578,9.914769757,17.15305115,3978.012084,602.1987916,1
10001,47,13.77412169,8.58538215,25.4025804,4008.985389,1198.202922,0
10001,48,6.232610782,10.65105711,19.24480481,4052.705141,594.7294859,1
10001,49,15.73320436,16.97329972,22.9330176,4157.430935,584.2569065,1
10002,0,7.451109159,12.2576325,27.58468091,0,1000,1
10002,1,19.14078433,12.37305416,24.76562433,8.606540395,1998.278692,0
10002,2,6.278263052,6.232648461,15.32384562,0,1000,1
10002,3,14.96478183,12.70571341,27.43376635,18.09980515,1996.380039,0
10002,4,11.93356866,6.032057255,20.9822803,482.0603382,1903.587932,0
10002,5,8.338221762,14.42577742,18.6982552,496.0441007,1900.79118,0
10002,6,20.16818672,12.5897746,29.6089974,610.4924199,1877.901516,0
10002,7,6.561360049,5.923622087,14.71834349,630.0768653,936.9923135,1
10002,8,15.76592849,10.63545815,18.88476947,691.8730818,930.8126918,1
10002,9,8.137015,7.969616144,15.5894933,724.4620423,1855.107592,0
10002,10,16.98764309,12.83542681,23.64997079,766.0987394,1846.780252,0
10002,11,14.59816269,7.808669652,26.97629919,881.6934544,911.8306546,1
10002,12,15.24950207,8.612628269,22.4490988,916.1895369,1816.762093,0
10002,13,8.913790245,9.171809474,25.17702174,1050.228786,894.9771214,1
10002,14,6.324381517,12.15157686,21.59103929,1147.64782,885.235218,1
10002,15,14.26100164,11.55350942,25.02272177,1155.252354,1768.949529,0
10002,16,17.02369484,11.70001227,22.72946089,1236.836826,876.3163174,1
10002,17,10.73618143,6.990022433,22.80791379,1403.016325,859.6983675,1
10002,18,10.29104797,10.01030051,22.47535028,1521.323175,847.8676825,1
10002,19,11.00986292,5.161631012,17.67677154,1650.999371,834.9000629,1
10002,20,12.53033128,5.770792289,21.04796863,2172.211253,1565.557749,0
10002,21,15.55122817,7.264819048,23.54303903,2215.716869,778.4283131,1
10002,22,-0.494789348,11.12819418,18.27688281,2218.340664,1556.331867,0
10002,23,15.31560462,13.59912438,34.87394383,2235.559956,1552.888009,0
10002,24,24.13987031,14.52244141,32.10607694,2245.205413,775.4794587,1
10002,25,12.62316355,7.319062461,24.28855524,2322.297418,767.7702582,1
10002,26,11.48182434,11.93771368,21.5244528,2304.446318,769.5553682,1
10002,27,19.76851441,9.896200329,17.88617251,2323.330213,767.6669787,1
10002,28,8.952084042,5.827709593,26.60321529,2383.342876,761.6657124,1
10002,29,14.5405949,6.033728143,23.69431688,2401.125986,759.8874014,1
10002,30,8.784948548,7.745231674,22.39457536,2553.982356,744.6017644,1
10002,31,12.45229145,5.497692683,11.25137489,2635.288576,736.4711424,1
10002,32,4.395241646,4.099817978,15.00635224,2768.193061,723.1806939,1
10002,33,5.659052441,6.787117324,14.03615245,2850.840417,714.9159583,1
10002,34,11.84050492,6.710820951,17.30622271,2886.19994,1422.760012,0
10002,35,10.6397605,9.205497512,16.11942093,2907.416049,709.2583951,1
10002,36,9.616114138,8.702158092,24.1684761,2942.939296,1411.412141,0
10002,37,11.47065441,8.151544214,21.27844562,2958.432903,1408.313419,0
10002,38,17.94825521,9.131661991,21.29734051,3034.128918,1393.174216,0
10002,39,5.063324412,5.802882562,10.22821559,3069.552672,693.0447328,1
10002,40,16.8132179,7.834616175,21.14648156,3110.016444,688.9983556,1
10002,41,0.4649783,10.34709477,19.11279857,3221.04551,677.895449,1
10002,42,2.325752345,7.45422729,18.69944004,3358.091307,1328.381739,0
10002,43,14.7195622,10.11348202,20.02331187,3858.06053,1228.387894,0
10002,44,4.139760833,8.950606508,17.24895064,3845.316315,615.4683685,1
10002,45,17.58211727,5.010151428,18.19665976,4027.20124,1194.559752,0
10002,46,7.049724311,11.11593234,24.90688457,4193.813477,1161.237305,0
10002,47,4.019506237,6.978532379,14.74177808,4239.728664,576.0271336,1
10002,48,13.74612953,8.780497284,24.07846321,4245.335444,1150.932911,0
10002,49,15.3876476,10.56941244,26.98460402,4316.341324,1136.731735,0
10003,0,7.869205456,6.771575986,17.47255717,299.9888184,970.0011182,1
10003,1,10.04719675,5.511809131,22.65824491,322.3858544,1935.522829,0
10003,2,12.70857951,11.0899414,23.60538219,329.9013642,967.0098636,1
10003,3,6.968393909,9.738116465,22.58427053,503.8315694,1899.233686,0
10003,4,14.33707327,4.736726206,16.38664093,826.1589897,1834.768202,0
10003,5,11.99725334,6.479044703,23.78318899,946.3243937,905.3675606,1
10003,6,5.467944038,7.994927486,18.77002479,964.3220048,903.5677995,1
10003,7,4.037684036,9.067502086,20.53069778,1033.05815,1793.38837,0
10003,8,19.43148986,6.380669328,24.32756613,1165.234261,883.4765739,1
10003,9,9.518232078,5.830630218,21.21115251,1340.823274,865.9176726,1
10003,10,11.43785188,6.782633842,21.29884457,1366.038601,1726.79228,0
10003,11,10.47074413,9.916037949,22.61127376,1493.499823,1701.300035,0
10003,12,6.592315727,5.555570872,19.94293007,1722.912766,1655.417447,0
10003,13,1.275689096,5.209596183,17.54615656,1727.933288,827.2066712,1
10003,14,8.345583025,7.600075624,20.87718041,1716.336698,828.3663302,1
10003,15,13.58877791,6.693956328,18.08033952,1820.471483,1635.905703,0
10003,16,11.37479234,7.359190113,19.15884936,1878.804532,812.1195468,1
10003,17,8.976484834,10.92283658,21.18688271,2080.768904,791.9231096,1
10003,18,6.079364802,11.76745152,23.09542114,2203.059007,1559.388199,0
10003,19,11.60606185,7.805939363,24.79834919,2206.265408,779.3734592,1
10003,20,14.04836596,13.96641278,26.01157566,2223.404826,777.6595174,1
10003,21,11.57715252,11.23865719,20.4941458,2286.468133,771.3531867,1
10003,22,2.357309831,7.740563707,15.91886807,2432.353549,756.7646451,1
10003,23,14.69793682,9.591931948,24.51811942,2485.991994,1502.801601,0
10003,24,14.98995888,11.32538747,21.72687557,2544.166376,745.5833624,1
10003,25,5.779114474,9.923056119,25.98377035,2546.108241,1490.778352,0
10003,26,14.78247447,4.50110311,22.39695928,2557.568082,744.2431918,1
10003,27,16.18464838,8.057451939,20.08712453,2557.977498,1488.4045,0
10003,28,13.59683097,9.73404052,26.9947322,2851.770723,1429.645855,0
10003,29,13.05456919,8.914736904,20.34688067,2888.01953,711.198047,1
10003,30,12.81565161,10.27316995,29.96577777,2953.491274,704.6508726,1
10003,31,8.436358919,9.06509351,16.97044881,3076.422003,1384.715599,0
10003,32,0.288292336,8.559465916,15.04946618,3311.121184,1337.775763,0
10003,33,15.3265785,10.44990923,14.32226658,3297.105676,670.2894324,1
10003,34,-2.056314654,10.77928511,17.9045049,3430.437302,656.9562698,1
10003,35,7.50226936,11.00623757,28.57646529,3586.047884,1282.790423,0
10003,36,13.83502392,8.271559537,29.03606865,3710.730251,1257.85395,0
10003,37,12.38078174,8.216233029,14.07029417,3834.151882,1233.169624,0
10003,38,13.07978358,14.45967402,22.52273606,3856.469813,1228.706037,0
10003,39,9.432749935,8.060233187,26.97594155,3898.02779,1220.394442,0
10003,40,3.525334433,4.429507621,18.70677521,3985.805115,1202.838977,0
10003,41,4.289016388,7.333915307,14.95649432,4240.440876,1151.911825,0
10003,42,11.70925584,7.850828447,16.0850303,4432.449651,556.7550349,1
10003,43,4.808143698,6.498991397,12.66962879,4441.850789,1111.629842,0
10003,44,9.368765968,8.041846284,19.72286072,4559.426493,1088.114701,0
10003,45,6.528558878,10.08052304,13.80389868,4708.879418,1058.224116,0
10003,46,7.488099842,5.126172683,15.6037741,4711.388797,528.8611203,1
10003,47,-5.551898867,4.744338029,16.32153137,4697.205514,530.2794486,1
10003,48,16.29652817,4.809339434,12.27351311,4784.920501,1043.0159,0
10003,49,14.30456237,7.604554754,16.06136748,4772.196973,522.7803027,1
10004,0,16.1469444,10.49797274,18.51184512,8.772753373,999.1227247,1
10004,1,11.28459234,0.711065007,16.8576495,61.91306905,1987.617386,0
10004,2,10.36262428,10.34016716,20.05695621,294.2731271,970.5726873,1
10004,3,9.11624165,11.0411378,18.21391802,391.2868984,1921.74262,0
10004,4,1.61203118,3.391331767,13.38154738,486.6401783,1902.671964,0
10004,5,9.43933192,12.33627314,21.86027305,536.3372811,1892.732544,0
10004,6,13.18427305,8.357134379,20.95547879,593.456989,1881.308602,0
10004,7,4.127955632,6.955685953,17.4755308,624.923572,937.5076428,1
10004,8,4.363422555,12.88998553,19.54461028,654.147765,1869.170447,0
10004,9,16.02087032,6.169685759,13.92028717,665.4310968,933.4568903,1
10004,10,7.732148586,14.41008988,21.12808459,677.7768254,1864.444635,0
10004,11,17.96495313,7.49347904,25.63528634,682.5676296,931.743237,1
10004,12,12.75661614,10.52074304,21.25741087,887.1425103,1822.571498,0
10004,13,10.95577693,13.97346063,17.62449594,989.4076907,1802.118462,0
10004,14,6.125324131,11.36975702,24.08674844,1100.822031,889.9177969,1
10004,15,8.418842492,11.09250941,21.01619581,1212.064901,878.7935099,1
10004,16,12.88200483,16.39215017,26.0643486,1345.186025,865.4813975,1
10004,17,11.89301798,7.361270288,24.08562467,1350.693218,864.9306782,1
10004,18,8.472228262,8.564579105,25.79742018,1367.723509,863.2276491,1
10004,19,5.296778477,4.854112666,11.49334951,1397.712139,860.2287861,1
10004,20,13.16667605,8.608996725,23.13162692,1669.264752,833.0735248,1
10004,21,9.138297796,7.505066882,19.53881034,1672.836413,832.7163587,1
10004,22,13.39734269,5.34752385,23.40527821,1727.263335,1654.547333,0
10004,23,12.6684334,7.496094401,20.5801211,1729.246995,1654.150601,0
10004,24,8.575471828,12.21196151,15.19250132,1786.4185,1642.7163,0
10004,25,7.92102676,9.419659855,17.32532681,1898.469271,1620.306146,0
10004,26,2.718846772,12.24027747,17.07937402,1935.250278,1612.949944,0
10004,27,-0.765431604,8.845852637,15.75109606,1935.587987,806.4412013,1
10004,28,7.619461314,12.94860039,32.66193229,2038.24085,1592.35183,0
10004,29,1.618450408,10.70023938,19.871096,2081.256009,791.8743991,1
10004,30,17.47402704,7.627481554,22.86910043,2180.9076,781.90924,1
10004,31,9.445323743,13.42895797,24.22456254,2330.758189,766.9241811,1
10004,32,6.009643301,8.254448458,18.20049902,2392.952412,1521.409518,0
10004,33,6.235264364,7.165009404,22.27072212,2386.755939,761.3244061,1
10004,34,9.978112947,8.868356582,24.15830738,2423.15922,1515.368156,0
10004,35,15.29567146,9.901045535,26.76730336,2490.281745,1501.943651,0
10004,36,9.809436476,10.51908035,17.15121616,2497.506049,1500.49879,0
10004,37,9.385047002,11.96734751,16.41818791,2631.380769,736.8619231,1
10004,38,10.54365389,9.155370231,21.23845285,2653.41994,1469.316012,0
10004,39,5.589111918,10.79705,17.29376861,2673.490499,1465.3019,0
10004,40,13.42508254,14.55867674,19.45797674,2677.10463,1464.579074,0
10004,41,7.609348342,8.034835709,26.91688823,3082.988614,691.7011386,1
10004,42,9.061978335,9.298168278,18.18633285,3103.337113,1379.332577,0
10004,43,5.032084672,1.785333204,14.57229987,3276.42381,672.357619,1
10004,44,3.510149552,6.342297116,15.21398611,3356.3765,664.36235,1
10004,45,7.742790182,7.480463437,18.67301631,3368.041566,663.1958434,1
10004,46,-0.642041234,9.87819118,21.25606207,3652.785697,1269.442861,0
10004,47,4.906646108,11.81120942,19.71910125,3873.602839,1225.279432,0
10004,48,11.79801018,10.25200647,16.22303314,3890.572284,1221.885543,0
10004,49,8.410961279,8.354547571,18.12011022,3934.189733,1213.162053,0
10005,0,9.389938889,11.57314359,22.15094178,215.0609889,1956.987802,0
10005,1,6.298422143,10.27826023,15.29685149,219.5675881,1956.086482,0
10005,2,12.76761255,10.5360856,16.28009178,263.3587321,973.6641268,1
10005,3,11.18198368,14.90522485,27.77502584,341.384129,965.8615871,1
10005,4,8.422481824,12.89724896,19.27577702,403.260494,959.6739506,1
10005,5,12.13987167,8.255604827,16.45104054,743.084808,1851.383038,0
10005,6,3.603484233,11.11858967,13.61560454,803.3414711,919.6658529,1
10005,7,9.029562649,9.448606959,18.22694926,839.7156564,1832.056869,0
10005,8,10.35133854,11.55775995,27.06590545,881.914747,1823.617051,0
10005,9,6.792685127,10.75004605,19.52291946,888.8331855,911.1166814,1
10005,10,17.22604012,12.67760877,23.3746608,900.7833127,909.9216687,1
10005,11,3.546662388,10.944215,25.47572204,1100.923483,889.9076517,1
10005,12,6.074808554,8.695908124,18.16955754,1082.538444,891.7461556,1
10005,13,12.92880113,4.074586709,21.36435185,1151.861514,1769.627697,0
10005,14,8.467072771,6.556741351,16.64065918,1148.692271,885.1307729,1
10005,15,2.786133377,10.86402616,21.18101598,1238.316183,876.1683817,1
10005,16,11.93928108,10.40002901,19.46033878,1229.525146,877.0474854,1
10005,17,5.695837553,13.00069058,25.12808762,1246.600978,875.3399022,1
10005,18,20.84332423,8.173535353,22.82777823,1297.021372,1740.595726,0
10005,19,0.164899601,9.582465802,16.36582819,1319.27102,868.072898,1
10005,20,11.75718049,7.51313299,18.88342442,1347.296466,1730.540707,0
10005,21,11.93427267,8.099442801,20.99028369,1454.993913,1709.001217,0
10005,22,14.0702346,9.498749404,28.94209758,1465.328523,1706.934295,0
10005,23,6.231634387,6.965295479,20.57499379,1500.005332,849.9994668,1
10005,24,8.822163633,10.36103305,22.03193761,1517.264796,1696.547041,0
10005,25,2.617594385,7.517809626,22.90555206,1693.878168,830.6121832,1
10005,26,8.827749348,4.151752402,21.08489493,1749.793237,1650.041353,0
10005,27,7.694022722,8.432294004,27.81764717,1736.681813,826.3318187,1
10005,28,9.86028041,10.98884649,17.3366959,1757.697613,824.2302387,1
10005,29,16.02090067,4.838467251,16.69286924,2095.239897,790.4760103,1
10005,30,4.630750534,8.194517767,16.80631591,2305.10003,769.489997,1
10005,31,11.75521107,12.6417225,13.12714692,2422.499916,757.7500084,1
10005,32,12.60264828,7.929436083,20.11706847,2442.587386,755.7412614,1
10005,33,16.48011601,13.11962057,17.21946272,2574.311551,742.5688449,1
10005,34,12.97358718,11.84070538,22.43979458,2616.14401,738.385599,1
10005,35,6.646448037,12.70328264,22.35898691,2651.884855,734.8115145,1
10005,36,11.27885285,10.55158307,23.58434941,2688.665189,731.1334811,1
10005,37,7.137681381,3.537709469,11.92582175,2887.60191,1422.479618,0
10005,38,15.36317929,5.709602588,21.96045229,2933.098433,1413.380313,0
10005,39,8.17863467,16.14361084,19.89730146,2929.97346,707.002654,1
10005,40,14.79232755,9.618643577,17.24353723,2986.733443,1402.653311,0
10005,41,10.33908558,9.551167062,21.66566553,3013.592611,1397.281478,0
10005,42,18.15010146,10.95269872,25.37501288,3043.573409,1391.285318,0
10005,43,10.66535038,13.20587491,25.22643623,3096.603258,690.3396742,1
10005,44,14.48222601,13.98704543,22.14747239,3237.949577,1352.410085,0
10005,45,8.3635505,8.722471646,16.22040477,3467.726218,653.2273782,1
10005,46,0.518320925,9.19753662,18.28157686,3452.712937,654.7287063,1
10005,47,8.320311456,8.32518831,19.2090168,3456.506006,1308.698799,0
10005,48,10.71506824,4.699013203,15.36968878,3555.375879,1288.924824,0
10005,49,0.214436268,10.14390033,13.1551853,3797.723654,1240.455269,0
10006,0,9.145929736,8.107069556,27.31782816,192.746164,980.7253836,1
10006,1,8.895621635,6.392888534,27.24683766,182.7403606,981.7259639,1
10006,2,10.98543766,11.5782589,21.24927994,208.2401213,1958.351976,0
10006,3,9.72627079,7.945966397,22.87666641,204.1870093,979.5812991,1
10006,4,10.91073082,9.458413643,22.47942042,346.7882513,965.3211749,1
10006,5,12.82328348,9.775804652,16.25333434,327.7897837,967.2210216,1
10006,6,15.52655071,12.0798141,22.8044277,375.4301156,962.4569884,1
10006,7,9.365366275,10.24287226,15.23735946,445.2417973,1910.951641,0
10006,8,13.48514915,5.678615688,19.84540752,481.1407175,1903.771856,0
10006,9,13.84819886,7.495794975,30.89837409,494.6197954,950.5380205,1
10006,10,12.98034353,6.301590987,21.27510289,588.2410655,1882.351787,0
10006,11,6.170935689,6.156331669,17.81511109,635.4882104,1872.902358,0
10006,12,10.52413136,15.47631537,20.64500583,637.3000858,1872.539983,0
10006,13,6.264094696,10.65471793,17.92566918,630.5165551,936.9483445,1
10006,14,19.84660218,12.80149476,24.1978423,632.1419733,1873.571605,0
10006,15,17.73691557,4.61546207,17.62160268,732.6176604,1853.476468,0
10006,16,5.651719897,10.92190199,15.24785269,853.5601321,914.6439868,1
10006,17,8.940398212,10.76158975,17.48818774,1214.686073,1757.062785,0
10006,18,18.46332827,7.66482475,16.07184913,1554.917896,1689.016421,0
10006,19,6.507395757,3.957219015,7.319958609,1652.806111,834.7193889,1
10006,20,10.17932767,10.83097766,23.21649673,1681.413253,831.8586747,1
10006,21,-3.007496638,11.27111592,20.94228701,1800.910052,1639.81799,0
10006,22,12.53211175,8.385041864,15.5757207,1992.921033,800.7078967,1
10006,23,13.15043783,12.19535209,21.91721244,1992.408144,800.7591856,1
10006,24,-1.515269627,7.378522353,18.54843218,2050.786524,1589.842695,0
10006,25,8.137966268,8.014263724,18.0361038,2104.653211,1579.069358,0
10006,26,4.168757056,13.14059515,17.42803173,2145.669491,785.4330509,1
10006,27,16.92397479,14.42852982,24.99408893,2303.503449,769.6496551,1
10006,28,9.993487559,15.83690408,28.14212015,2431.821851,756.8178149,1
10006,29,7.273706936,9.547979129,22.01681783,2496.202734,750.3797266,1
10006,30,8.125973235,7.054062058,13.41150762,2619.412819,1476.117436,0
10006,31,4.802705097,4.478298084,12.24039093,2747.094456,725.2905544,1
10006,32,0.154649802,8.364512927,22.79960874,2752.93944,1449.412112,0
10006,33,17.68727089,14.89107094,25.11019048,2891.841419,1421.631716,0
10006,34,17.29278717,16.137074,29.05490068,2928.8261,1414.23478,0
10006,35,13.51196944,8.292300496,23.45476731,2968.605319,1406.278936,0
10006,36,15.43111186,4.068182272,20.48391952,2993.444072,1401.311186,0
10006,37,9.428389583,12.36594463,18.39895096,3078.881763,692.1118237,1
10006,38,10.60278656,6.286535538,21.17923982,3178.313447,682.1686553,1
10006,39,14.71718296,3.42629505,16.51349686,3306.811081,669.3188919,1
10006,40,8.59797307,8.808621125,22.90789852,3369.566109,663.0433891,1
10006,41,20.27140067,10.90637734,20.31790825,3469.721735,653.0278265,1
10006,42,1.472585838,3.529296077,13.60500137,3769.915426,623.0084574,1
10006,43,2.123712839,7.823194668,20.38225649,4205.398435,1158.920313,0
10006,44,8.8110467,11.42712899,19.35323329,4348.911,565.1089,1
10006,45,8.215920927,11.46681407,24.2376076,4355.018137,1128.996373,0
10006,46,9.257445167,12.0615718,21.51905301,4356.851083,1128.629783,0
10006,47,8.705984443,5.050421818,17.33027431,4712.680181,528.7319819,1
10006,48,7.785539271,11.40606085,24.75272698,4698.206663,530.1793337,1
10006,49,9.35745335,17.31738608,30.37530605,4721.41767,527.858233,1
10007,0,17.27763299,2.823960098,22.54519287,148.2983505,1970.34033,0
10007,1,10.47193501,8.734991369,22.60374585,233.0852359,1953.382953,0
10007,2,15.79596484,7.846742437,19.36669688,324.9726844,1935.005463,0
10007,3,18.44615739,5.489414652,25.02619237,361.1423428,1927.771531,0
10007,4,20.09968405,10.232795,14.40719289,363.9273399,963.607266,1
10007,5,13.40590011,8.211043437,27.38368316,381.8958082,961.8104192,1
10007,6,13.68491393,5.101941424,19.13535362,453.4793947,1909.304121,0
10007,7,14.9695534,7.429149791,18.3558253,524.7836553,1895.043269,0
10007,8,13.90768233,13.77387295,24.95440456,683.4232329,931.6576767,1
10007,9,23.05846974,8.368875757,17.5550909,683.0674122,931.6932588,1
10007,10,9.455044105,13.75597371,18.23764954,716.3733362,928.3626664,1
10007,11,6.989882309,8.725065682,17.19086476,778.3108941,922.1689106,1
10007,12,20.31643544,8.340105238,23.93019676,790.312635,920.9687365,1
10007,13,6.492992731,6.920207726,16.78670007,889.0360031,911.0963997,1
10007,14,12.93333807,9.179853953,20.57101733,1074.856361,1785.028728,0
10007,15,11.36088828,11.23508797,27.03020886,1094.980631,890.5019369,1
10007,16,7.474798741,10.6515287,21.18498211,1134.415963,1773.116807,0
10007,17,18.69840065,9.103196329,25.91577294,1267.553571,873.2446429,1
10007,18,3.62785284,10.50156602,22.8116024,1582.364161,1683.527168,0
10007,19,16.86982799,11.55344669,20.92663649,1729.758725,1654.048255,0
10007,20,9.818388472,9.823708087,15.0343098,1849.425848,1630.11483,0
10007,21,6.640227339,12.07468057,24.23643675,1832.708408,816.7291592,1
10007,22,5.488891997,13.47477395,17.65107944,1991.526838,800.8473162,1
10007,23,7.189281117,11.3576521,20.37751299,2108.266158,1578.346768,0
10007,24,11.95954142,8.288521259,13.03943164,2294.423668,1541.115266,0
10007,25,6.81931376,12.14428308,28.05897243,2281.784742,771.8215258,1
10007,26,-0.979756589,6.682268863,15.9100456,2405.704295,1518.859141,0
10007,27,13.35095617,12.185939,26.10540244,2769.300997,723.0699003,1
10007,28,3.058870563,4.388509359,12.66727904,2935.652529,1412.869494,0
10007,29,12.22253349,11.87185953,26.06058101,3039.57558,1392.084884,0
10007,30,11.22077285,7.647677227,21.78531195,3125.494073,1374.901185,0
10007,31,3.989164597,1.733686633,21.95844374,3292.165542,670.7834458,1
10007,32,8.367008169,2.548655068,17.96030541,3394.702556,1321.059489,0
10007,33,3.871990742,6.782582767,18.3380282,3399.527945,660.0472055,1
10007,34,9.117029015,10.46499987,17.70068904,3498.175598,1300.36488,0
10007,35,7.411051345,7.087461516,21.78453934,3644.758078,1271.048384,0
10007,36,13.20316207,9.099601722,18.18539727,3658.961423,634.1038577,1
10007,37,15.23094986,7.860431607,15.09844976,3886.270718,1222.745856,0
10007,38,7.966232977,14.61147109,18.46327814,3897.534494,610.2465506,1
10007,39,14.54194311,10.63509748,25.21005579,3906.435237,1218.712953,0
10007,40,13.7785096,9.692087243,19.65786752,3912.059075,608.7940925,1
10007,41,8.610693176,9.058552513,13.91682407,4012.92397,598.707603,1
10007,42,6.176904248,12.1354202,21.46098594,4032.108104,1193.578379,0
10007,43,3.896150191,6.257863296,22.24810295,4017.555433,598.2444567,1
10007,44,13.17336656,5.069020962,16.63636375,4067.785398,593.2214602,1
10007,45,11.32306045,7.525546917,13.85402423,4155.84815,1168.83037,0
10007,46,15.28504695,5.927176915,16.94406907,4228.761296,1154.247741,0
10007,47,9.349374821,5.81813523,13.66695378,4216.707607,578.3292393,1
10007,48,5.652773863,6.386887956,18.0633518,4197.489535,580.2510465,1
10007,49,0.740384977,9.082010243,22.96061256,4308.710977,569.1289023,1
10008,0,4.342231048,3.079652393,8.250326777,114.8150987,988.5184901,1
10008,1,7.586047719,12.54625209,19.82358796,240.7641629,975.9235837,1
10008,2,10.3261889,11.42938519,20.08658315,316.1036627,1936.779267,0
10008,3,14.80001357,11.83276433,25.33016597,370.6936149,1925.861277,0
10008,4,12.78013685,10.51350837,21.50166856,480.7707375,1903.845852,0
10008,5,7.866584363,7.611013064,8.381406059,546.3503882,945.3649612,1
10008,6,17.04024955,7.76745014,15.27306452,609.3431283,1878.131374,0
10008,7,8.903850345,8.667322394,14.0039328,850.2142872,1829.957143,0
10008,8,8.278161894,10.20037226,22.64375066,885.7467849,911.4253215,1
10008,9,14.17606932,9.250531946,22.27856728,930.3364793,906.9663521,1
10008,10,2.174519108,10.59959194,13.5937278,989.7064141,901.0293586,1
10008,11,7.490865624,7.003079135,10.13039403,973.343849,902.6656151,1
10008,12,11.57834498,8.490167501,14.08412738,1112.479025,1777.504195,0
10008,13,5.13676299,7.351217495,22.42540123,1115.07459,1776.985082,0
10008,14,7.4227244,7.824817045,10.85055653,1177.164124,1764.567175,0
10008,15,8.14171301,5.484160486,16.77858938,1246.155679,1750.768864,0
10008,16,12.47411989,5.044580573,20.19228984,1411.964137,858.8035863,1
10008,17,11.59866129,10.79820579,26.10101333,1469.767159,853.0232841,1
10008,18,7.674862285,7.782251695,11.47723624,1727.429678,1654.514064,0
10008,19,12.64226277,7.402937948,16.91850045,1869.303394,1626.139321,0
10008,20,8.727657577,8.676037879,23.76492793,1877.216545,1624.556691,0
10008,21,7.754464725,9.775397637,23.64550677,1907.277619,1618.544476,0
10008,22,3.390507273,9.988108149,10.62992621,2033.087209,1593.382558,0
10008,23,9.388676621,10.04024345,16.99321473,2046.282227,795.3717773,1
10008,24,13.84931437,7.833138762,11.88311098,2359.091766,1528.181647,0
10008,25,2.68910366,12.98804624,16.83965577,2342.561324,765.7438676,1
10008,26,4.524512647,13.57549388,18.87703817,2383.820189,1523.235962,0
