caseNumber,steps,temperature,intensityOfUse,humidity,degradationState,degradationAfterTreatment,productionVolume,treatment,cumulativeProduction
25,17,9.1608942638268,14.011529956510568,30.232683659798315,1142.569955380757,-18.213834886341147,885.7430044619243,1,22186.974683862856
25,18,0.19229107190893124,9.8946619573194,18.765278173383027,1302.0601600465561,-20.80746119733294,869.7939839953444,1,23056.7686678582
25,19,14.42479446802039,13.125049772263683,24.116447236362134,1339.821218794492,-22.52872350350549,866.0178781205509,1,23922.78654597875
25,20,17.894086515671066,6.306470955831811,27.05149028763966,1374.1576399947087,,1725.1684720010585,0,25647.95501797981
25,21,8.77322989838795,8.164374831771081,16.879485253769765,1443.5847947963846,,1711.2830410407232,0,27359.238059020532
25,22,7.482945237737443,10.791620670188971,17.893667584151366,1480.388608128546,-15.928390798795135,851.9611391871455,1,28211.19919820768
25,23,10.170620830290051,1.6578756697760149,9.635933859382353,1501.5151907925733,-20.777309188203844,849.8484809207429,1,29061.04767912842
25,24,8.944241179727209,10.991525554291417,19.50633905174099,1596.4422161374412,,1680.7115567725116,0,30741.759235900932
25,25,-0.6834281351097733,8.76778258068841,14.978998001589634,1770.5964155497359,,1645.880716890053,0,32387.639952790985
25,26,7.957912941121328,11.07288830582436,15.231443385132769,1819.6712191761903,-19.020537119013625,818.032878082381,1,33205.672830873365
25,27,11.62903314486563,6.022828517858981,15.844847135832527,1956.7210930051565,,1608.6557813989689,0,34814.32861227234
25,28,9.15392895602449,10.372113703630347,28.516184195509645,2223.9249722847626,-21.39859280548717,777.6075027715237,1,35591.936115043856
25,29,-1.1150706619140358,9.06053853983241,12.912546332524125,2294.3314825885923,,1541.1337034822818,0,37133.06981852614
25,30,8.773508561746159,9.05070926802616,17.517443027381802,2422.7983522556,-16.99225512760404,757.72016477444,1,37890.78998330058
25,31,9.770405125000831,8.567722304872607,15.262880677515621,2551.676115898455,-22.602766751598665,744.8323884101545,1,38635.622371710735
25,32,5.822007244814916,6.2842735452680305,17.305258826746723,2585.4941685735794,,1482.9011662852845,0,40118.52353799602
25,33,10.405897945483414,10.872887622727403,24.49245269111981,2980.6463169707945,,1403.8707366058413,0,41522.39427460186
25,34,5.444121935369423,9.756116645575519,21.99610082769902,3099.034640988432,-18.8261384580951,690.0965359011569,1,42212.49081050302
25,35,10.384835877702079,14.200210919264102,24.304155394892767,3345.948728374821,-17.36588566049022,665.4051271625179,1,42877.89593766554
25,36,12.097082725474243,11.223540081686906,21.904138705393013,3379.266477259057,-22.077350151174414,662.0733522740943,1,43539.96928993963
25,37,6.445063130196457,12.874996831603093,23.76277355125984,3399.6717038323686,,1320.0656592335263,0,44860.034949173154
25,38,3.128128819411942,9.8211347928664,27.086078712586872,3390.233523430601,-16.717792926430775,660.9766476569399,1,45521.011596830096
25,39,12.996297137982673,4.5845209942527845,21.44625489156519,3445.3725274344215,-20.267706643764996,655.4627472565579,1,46176.47434408666
25,40,10.11829053576515,10.476112986098109,25.60303715073421,3552.134404017844,,1289.5731191964314,0,47466.04746328309
25,41,10.76165750114869,2.7082046945393152,8.18709514946453,3603.9795445164827,,1279.2040910967035,0,48745.25155437979
25,42,16.244054654226538,11.372586432111028,15.141036159794956,3650.6678651878483,-17.96758438661709,634.9332134812151,1,49380.18476786101
25,43,1.7818634474666357,9.963176804254832,19.9222582871175,3882.4312091247066,,1223.513758175059,0,50603.69852603607
25,44,19.86713791805748,6.759826741139534,19.7827849007493,4069.919687457785,,1186.016062508443,0,51789.714588544506
25,45,2.897158017900873,14.958138288166978,23.41715929383031,4167.549312204828,,1166.4901375590343,0,52956.20472610354
25,46,4.922783115335901,7.2408151945966415,17.287394296358286,4204.555832071193,,1159.0888335857614,0,54115.2935596893
25,47,15.228129128245264,11.59959948710608,21.53269871757212,4207.893993823081,,1158.421201235384,0,55273.71476092469
25,48,11.98736293331821,11.135180099988009,25.16529478706972,4385.240319284014,,1122.9519361431974,0,56396.666697067885
25,49,16.49303123334813,10.277667265773562,26.905751515463265,4417.906286762894,-16.410435193412013,558.2093713237107,1,56954.8760683916
26,0,9.407248273499782,7.734891054311457,15.475968464402623,54.9020568007552,-22.574598630312288,994.5097943199246,1,994.5097943199246
26,1,11.055680364342836,9.943572012459667,14.986303977934002,232.41506319303937,,1953.5169873613922,0,2948.0267816813166
26,2,1.7352169232393528,8.013710474810129,11.339187862546058,219.231669908423,-19.00193538931913,978.0768330091578,1,3926.1036146904744
26,3,12.864582567042376,7.841359725286285,28.798816348704015,248.53297081239862,-19.575570976788413,975.1467029187602,1,4901.250317609235
26,4,14.394403351043515,6.984762398705795,21.17925732511291,279.5028115234559,-22.990677274307416,972.0497188476544,1,5873.300036456889
26,5,11.580351603811195,11.156041410683448,19.78519562715871,346.70064456076364,,1930.6598710878473,0,7803.959907544737
26,6,4.626095360914298,8.737161736766463,18.490951589112548,359.93190984364105,-18.79656209445517,964.006809015636,1,8767.966716560371
26,7,9.004092230724124,7.23820645017951,17.8847780103099,551.3327268081607,,1889.7334546383681,0,10657.70017119874
26,8,16.735038719521505,9.166729675427463,26.484417379219543,681.0263584163039,,1863.7947283167393,0,12521.49489951548
26,9,4.231006524756465,8.117057354998883,19.135671309749224,669.5448762803445,-20.923388634503,933.0455123719656,1,13454.540411887445
26,10,8.023187308965218,11.19883422596421,22.793353905612424,802.2097331808487,-21.943383291028795,919.7790266819152,1,14374.31943856936
26,11,18.743977724321525,12.039486619341933,31.091688257889402,1138.508467064538,-19.99491417700756,886.1491532935461,1,15260.468591862907
26,12,5.424393996351421,5.742075522410847,4.2515836500270066,1443.0286519334381,,1711.3942696133124,0,16971.86286147622
26,13,15.080059724531697,8.355815803282997,10.801730474951624,1587.3745809069865,-16.524778655521914,841.2625419093015,1,17813.125403385522
26,14,8.414124900418424,4.402810417157615,10.51511142701633,1819.1342771180957,,1636.173144576381,0,19449.298547961902
26,15,9.12369610085106,6.815595845380126,17.07944801866885,2110.5021908721474,-22.98439585822689,788.9497809127853,1,20238.248328874688
26,16,14.487584396914114,9.593767963883765,26.26390443325037,2117.5792859019803,-24.32557121582886,788.2420714098021,1,21026.49040028449
26,17,9.447466545308005,12.816457377900226,20.38437847476411,2162.475983741442,-18.47749515426358,783.7524016258558,1,21810.242801910346
26,18,16.152407158150254,10.05632097242861,19.332894935915103,2170.9872168190727,-17.72879874636419,782.9012783180929,1,22593.144080228438
26,19,6.306192637652201,6.592625602981162,14.617729467681382,2211.4902031082197,,1557.7019593783562,0,24150.846039606793
26,20,14.27325170702268,7.002575137003685,19.035429922482894,2372.3627705520476,-20.671450989651476,762.7637229447953,1,24913.60976255159
26,21,1.6321611302391954,6.305612205539394,16.84636530783295,2598.9291033840973,-23.811571586311857,740.1070896615902,1,25653.71685221318
26,22,9.492777561233684,10.259730957813654,25.054436239616212,2721.5163797878017,-21.530271394535703,727.8483620212199,1,26381.5652142344
26,23,7.654229537491686,12.84053272876619,18.77865923294483,2752.8730109089865,,1449.4253978182026,0,27830.990612052603
26,24,11.312318540627505,5.294194691320925,12.137568370264791,2870.260618314612,-19.44753203223854,712.9739381685388,1,28543.964550221142
26,25,8.480538266578089,4.862780860628514,13.187066591708595,2904.628443519409,,1419.0743112961184,0,29963.03886151726
26,26,5.0144871127161785,10.810240550276529,16.628244564754397,2997.525827646646,,1400.4948344706709,0,31363.53369598793
26,27,-0.187447655976257,0.5042945436604587,9.029125458770782,3077.286174094101,,1384.54276518118,0,32748.07646116911
26,28,9.387472077264697,4.88644782580145,11.505438473870976,3088.1767273598753,-18.274110661101076,691.1823272640125,1,33439.25878843312
26,29,19.60499568734069,11.90042491761596,27.316901381782632,3399.80453364785,-18.595793847171535,660.0195466352151,1,34099.27833506834
26,30,17.057367416345244,12.552834121768655,24.567759359137032,3465.034438684639,-22.369314164717707,653.4965561315361,1,34752.77489119987
26,31,8.305893324407162,11.502765524474391,22.377408254087587,3479.60026595868,-21.0196695688428,652.0399734041321,1,35404.814864604006
26,32,8.768050904109904,6.36991029128965,17.873539311375104,3583.452461010547,,1283.3095077978908,0,36688.12437240189
26,33,17.977355582197944,8.961699336313742,28.558921778455556,3830.3290678205876,,1233.9341864358823,0,37922.05855883778
26,34,5.835689463024737,7.108631782334953,14.269292947349973,3838.112090337342,-19.762369991272408,616.1887909662659,1,38538.24734980404
26,35,5.920018677329033,7.019993481353119,18.94746526333796,3934.230356749237,-16.407446871288812,606.5769643250763,1,39144.824314129124
26,36,10.570960866614787,16.298497219791265,18.893516174473966,4046.2300043156956,-18.245222887289856,595.3769995684304,1,39740.20131369755
26,37,8.735568510945074,8.17645406590916,18.82052417482242,4170.789870961832,,1165.8420258076337,0,40906.04333950519
26,38,0.3344790541552296,9.615844257276208,25.46527891812165,4165.739283418213,-23.17755342813416,583.4260716581788,1,41489.469411163365
26,39,12.368939332001423,12.795422216984164,25.56572243553888,4293.646521026266,,1141.2706957947466,0,42630.74010695811
26,40,15.171063815965706,9.502429410270882,26.31378397745342,4330.140742626062,,1133.9718514747876,0,43764.7119584329
26,41,7.910362225350128,10.755036385123736,20.275200923018343,4323.706112459583,-24.077643246014304,567.6293887540418,1,44332.34134718694
26,42,3.821909917814728,7.899090000465758,14.480137480441325,4366.101443775741,,1126.779711244852,0,45459.12105843179
26,43,0.9720395801966379,7.775296421746738,25.54583947802767,4381.183251462487,,1123.7633497075028,0,46582.884408139296
26,44,13.038655601087552,12.908089702070887,17.94033815620549,4417.822332810961,,1116.4355334378076,0,47699.3199415771
26,45,13.246272291557391,16.25148282568832,23.264008170283347,4460.654506044469,-20.071459852208136,553.9345493955533,1,48253.25449097266
26,46,10.70313649723037,6.93661294561401,19.973882721635526,4616.09877472808,-17.59025622468198,538.3901225271921,1,48791.64461349985
26,47,11.502099711323632,9.446160653156353,24.413385132638798,4636.939165114799,-19.45756229123981,536.30608348852,1,49327.950696988366
26,48,5.809977476821354,11.211301900290053,17.598140917290085,4887.853830979862,,1022.4292338040276,0,50350.3799307924
26,49,12.64604683289556,7.684744319373564,17.33873586596562,4983.157404102775,,1003.3685191794448,0,51353.74844997184
27,0,13.143052164752776,12.479060185412541,18.464121180724586,236.19545026569364,,1952.7609099468614,0,1952.7609099468614
27,1,14.813156526566136,7.9021571763286005,24.959826172523634,404.18627722250085,,1919.1627445554998,0,3871.9236545023614
27,2,14.15077674113596,5.473652841435814,26.932610790289537,510.0008652676089,,1897.9998269464782,0,5769.923481448839
27,3,3.328825941397235,6.590801776014226,14.070347438173938,633.1634335970082,,1873.3673132805984,0,7643.290794729438
27,4,9.638916565497805,13.665582645309009,16.877917457071554,648.4536605982129,-20.030990464257457,935.1546339401789,1,8578.445428669616
27,5,4.003551808338914,4.890025832314895,22.527168697859818,719.7064847873006,,1856.05870304254,0,10434.504131712156
27,6,5.205969548437206,9.446913426338252,25.563103474229933,854.8897150300983,,1829.0220569939804,0,12263.526188706137
27,7,4.592813759607478,9.28907501074108,15.832716010652105,926.2335930875915,,1814.7532813824816,0,14078.279470088619
27,8,8.680470591768712,8.879437270213007,27.999476982199365,1082.0684739488108,,1783.5863052102377,0,15861.865775298857
27,9,20.43831131112142,9.475368704139456,32.68647673816587,1235.5515060194316,,1752.8896987961136,0,17614.75547409497
27,10,4.728172012829884,9.523051821259923,11.221216322295273,1299.2490733097475,,1740.1501853380505,0,19354.90565943302
27,11,5.124527595945542,9.650604335975862,17.495440842657786,1301.175561294849,,1739.7648877410302,0,21094.67054717405
27,12,11.223927398308046,15.139466590305684,21.673300196922984,1481.1023541680431,-18.94364073571728,851.8897645831956,1,21946.560311757246
27,13,8.526031410476161,10.303327848858398,20.990169123073635,1563.6562125010842,,1687.2687574997833,0,23633.82906925703
27,14,7.094552965267228,11.767020140691873,23.929934768802237,1554.4548287067994,-20.839308851051555,844.5545171293202,1,24478.38358638635
27,15,7.9840522326404795,8.745488753288825,20.01780529547334,1546.6131872405483,-21.417944613458758,845.3386812759451,1,25323.722267662295
27,16,8.272664097829864,10.908840660394443,21.44603579177209,1709.7232419334887,-19.5169352625569,829.0276758066511,1,26152.749943468945
27,17,10.311532667261654,7.664945212762738,20.550916738685547,1737.2954015770133,,1652.5409196845974,0,27805.290863153543
27,18,14.222993239842467,8.373605086528132,17.05733981175653,2059.3020469922662,,1588.1395906015468,0,29393.43045375509
27,19,10.772422499278685,7.74450744569099,17.26998591312152,2246.3176551762886,-24.36591483618531,775.3682344823711,1,30168.79868823746
27,20,13.199935228207012,9.12568108642019,15.028265544489827,2430.9442087521775,-20.142726416697315,756.9055791247823,1,30925.70426736224
27,21,7.851019657170112,5.284168654404396,14.784462266957318,2435.0870608542623,,1512.9825878291476,0,32438.68685519139
27,22,13.66470297229588,10.29616278563222,17.76027794855923,2458.4888372426153,,1508.3022325514771,0,33946.98908774287
27,23,-5.080506544974199,9.164675980676854,10.875754102917057,2577.9087569910653,,1484.4182486017871,0,35431.40733634466
27,24,10.74623944023525,8.945646046369584,20.249667116476992,2645.2654898654723,,1470.9469020269057,0,36902.35423837156
27,25,11.26419371024239,8.917769161105895,12.628505967196723,2628.954121768551,-22.23842233788946,737.1045878231449,1,37639.45882619471
27,26,10.329912856645333,5.463385630405045,16.12148747700693,2662.657841591495,-20.66333272494103,733.7342158408505,1,38373.19304203556
27,27,15.614680518062013,5.4178091970571245,17.852067498097426,2682.4792738409383,-19.42029194992392,731.7520726159062,1,39104.94511465146
27,28,11.440173761766713,6.505584558317798,12.344787071375151,2749.5587953184086,-20.300598550786162,725.0441204681592,1,39829.989235119625
27,29,3.5854439679248484,8.438313933672067,15.323375773153868,2743.651181303251,-20.915167416424993,725.634881869675,1,40555.6241169893
27,30,14.61422018000427,8.944497660978662,27.095270030648305,2732.6096562088537,-17.10599053845135,726.7390343791147,1,41282.36315136841
27,31,7.1672139669765365,13.04198251311136,24.96974818024671,2784.893007794083,-18.57847713543606,721.5106992205918,1,42003.87385058901
27,32,13.262130014523532,7.422708637563664,26.18105567849176,2850.0004149934384,,1429.9999170013125,0,43433.87376759032
27,33,5.750520017638091,10.831551781263498,22.919571302391102,2985.813679900099,-20.545145094647978,701.4186320099902,1,44135.29239960031
27,34,6.070024061326112,10.632691520357653,21.215299822536952,3021.7998725375533,-19.187026719862388,697.8200127462446,1,44833.11241234655
27,35,12.610666054341038,12.549249423867497,28.090622556207983,3030.819829368022,-22.01660400168157,696.9180170631978,1,45530.03042940975
27,36,14.279232899617016,8.561771668358801,22.496834537390598,3120.831979403475,-18.990891635659864,687.9168020596525,1,46217.9472314694
27,37,7.736035122927398,12.945161643497563,21.01111322532017,3176.371113456305,,1364.7257773087392,0,47582.67300877814
27,38,8.619414666956366,3.689604763652536,13.899402173219515,3236.9719940186583,-17.74778059990558,676.3028005981342,1,48258.97580937627
27,39,5.418873792683224,11.618577403092345,16.33772994669245,3284.5128812261855,-22.957098869363108,671.5487118773816,1,48930.524521253654
27,40,14.788685810229023,10.917890941806625,23.931094387817616,3515.694963144977,-19.081062535096407,648.4305036855023,1,49578.95502493916
27,41,18.119123399058772,15.210243961720327,23.382248682545438,3643.0528772825924,-20.465789899643823,635.6947122717407,1,50214.6497372109
27,42,11.609238410665041,12.885446081982758,21.03785410538581,3688.515996124555,-18.850930304743088,631.1484003875445,1,50845.798137598445
27,43,11.095608900054675,8.42709289069047,21.525823640457602,3765.8510722500123,-19.957888768095927,623.4148927749989,1,51469.213030373445
27,44,3.7826076389562964,11.789979247523323,25.96315959574224,3885.563984017476,-20.53644441362576,611.4436015982524,1,52080.656631971695
27,45,7.387771466516361,9.536907749897034,21.99297495918191,3877.0493685427696,-19.284988872437225,612.295063145723,1,52692.951695117416
27,46,17.17405608823324,6.655910648320738,8.53906352877305,3880.8241031370635,,1223.8351793725874,0,53916.786874490004
27,47,6.012591687883532,3.0267702108079053,17.464350959951012,3936.472600948708,,1212.7054798102583,0,55129.492354300266
27,48,12.112729483960246,9.093086559727176,16.741964961378663,3954.352089909716,,1209.1295820180567,0,56338.62193631832
27,49,4.422649952789042,3.316669255599397,14.543751229311116,3978.7655181061587,-19.836345809354043,602.1234481893841,1,56940.7453845077
28,0,14.25485577232826,7.34206603440204,22.12953465977805,10.727203514956685,,1997.8545592970088,0,1997.8545592970088
28,1,10.391405643305129,7.538468446849752,21.059559429646136,52.00630018814554,-19.79649719957903,994.7993699811855,1,2992.6539292781945
28,2,11.33271453593558,6.07700494042386,17.537911115865164,165.47027024296975,,1966.9059459514062,0,4959.559875229601
28,3,9.471497847660551,7.708119194726258,15.375404882293907,145.7197059556611,-19.938428424780824,985.4280294044338,1,5944.987904634034
28,4,7.564267327726631,13.417798674443482,28.10560451123017,124.77824503507584,-24.2441622749149,987.5221754964925,1,6932.510080130527
28,5,17.15636559620185,9.350416391043666,25.221602837919953,142.37579351573783,,1971.5248412968526,0,8904.03492142738
28,6,16.441167404201924,9.058470589604033,21.061835133596986,174.776231454546,,1965.0447537090906,0,10869.07967513647
28,7,10.659066801239955,6.845714318035147,23.672247724600247,366.41489714844874,,1926.7170205703105,0,12795.79669570678
28,8,5.309168754423778,10.180264600894844,18.90110075596312,427.6165176282767,,1914.4766964743449,0,14710.273392181125
28,9,15.883146079074361,10.317701503727207,31.12650960060607,419.14445162446066,-20.884214327274094,958.0855548375539,1,15668.35894701868
28,10,7.1245988282751345,11.607742673177846,24.19695520013446,543.3186488267526,,1891.3362702346494,0,17559.695217253327
28,11,11.60698836268261,8.815976310776906,22.169123538625378,524.1997090240883,-21.58128958896407,947.5800290975913,1,18507.27524635092
28,12,16.4846930388887,7.7489812421239606,25.77329678080831,507.69893818998196,-23.135756403211303,949.2301061810018,1,19456.505352531924
28,13,4.360971360790687,4.5900445060917585,7.76283887005151,715.9858376544956,,1856.8028324691008,0,21313.308185001024
28,14,4.2110486407817,10.93086081001966,18.31571858568869,843.9521697822224,,1831.2095660435557,0,23144.51775104458
28,15,10.132529053048946,5.462722747906472,20.111945543703968,885.5536179626174,-20.22952240198481,911.4446382037382,1,24055.962389248318
28,16,9.586994456260324,5.403455319589762,22.483952369146664,877.6165697843874,-20.237206475666085,912.2383430215613,1,24968.200732269877
28,17,14.757638355415407,9.400802394628117,27.703846003952954,888.4751402702072,-18.866904610724077,911.1524859729793,1,25879.353218242857
28,18,6.09678350052974,9.242745560797427,15.927362417313836,1013.3685073806681,-18.980362157033028,898.6631492619332,1,26778.01636750479
28,19,5.978156041350045,7.564746766838516,17.885193828497155,1029.5083907122566,,1794.0983218575486,0,28572.114689362337
28,20,8.712587246691324,5.522421208634238,23.152616794001947,1055.6711883237574,,1788.8657623352487,0,30360.98045169759
28,21,3.3829939962232842,8.03697239499954,20.87580763759123,1054.2523817610993,-19.700083369564254,894.5747618238901,1,31255.55521352148
28,22,3.9556709555509526,8.622114212789604,18.74760172245477,1113.7358162521784,,1777.2528367495645,0,33032.80805027104
28,23,15.878425644763283,13.856283481751245,30.623496480216687,1106.6711629841482,-18.235669776730674,889.3328837015852,1,33922.14093397263
28,24,12.648712599972797,10.655343163576664,24.015255217910383,1105.0100806044502,-21.18706327234463,889.498991939555,1,34811.63992591218
28,25,6.6448620724067124,5.070250660883052,16.848547115242486,1233.7733054578102,,1753.2453389084378,0,36564.88526482062
28,26,18.785016401306528,8.301769341170957,22.88932314248328,1217.6417531739703,-20.563945240983458,878.235824682603,1,37443.12108950322
28,27,7.024346178742553,9.297130165891904,19.303004457955357,1509.6095371519543,,1698.078092569609,0,39141.19918207283
28,28,13.518798575791221,7.054482169631687,17.462215265873358,1736.6011016021237,-17.30363702880345,826.3398898397877,1,39967.53907191262
28,29,18.60044413649094,9.815882473847676,20.400208643745845,1790.0450117632572,-23.616328092810136,820.9954988236743,1,40788.534570736294
28,30,8.178807388338905,7.412620627136687,18.008736421806354,1841.1953378058993,-20.57808182679082,815.8804662194102,1,41604.4150369557
28,31,13.51755357978124,6.762525971191209,20.48526267022307,1872.7628051188174,-17.71289862725871,812.7237194881183,1,42417.13875644382
28,32,8.173395543460016,10.864163403038349,20.004443262983393,2100.5447576631686,-16.340201835418156,789.9455242336832,1,43207.0842806775
28,33,3.9435887037550845,11.91230108501879,20.687541782526637,2262.9949475444146,,1547.4010104911172,0,44754.485291168625
28,34,12.250031035068575,9.88556006448958,18.03795697652588,2326.2006012875327,,1534.7598797424935,0,46289.24517091112
28,35,-0.5437538427713378,6.082497675154966,12.51373764581669,2437.63813117653,,1512.4723737646943,0,47801.71754467581
28,36,11.078398315085112,8.798712361725427,18.440564912604344,2610.470135545645,-20.67485699281724,738.9529864454356,1,48540.67053112125
28,37,8.92360218019798,4.7138164005588585,26.341598149769613,2630.9151151649235,-18.67575315465001,736.9084884835077,1,49277.57901960475
28,38,13.070181060112004,10.976654255395044,18.250314243537566,2654.460240543509,-17.91507945374906,734.5539759456492,1,50012.132995550404
28,39,6.954292047326378,5.049305073165818,10.444482689586804,2707.7938124971147,,1458.4412375005772,0,51470.57423305098
28,40,17.33299132938598,7.689474685375535,19.249724667851517,2840.8933035481195,-19.8662964414234,715.9106696451881,1,52186.48490269617
28,41,11.655024838542028,5.312848619539062,27.31013138034633,3131.1506307150366,-19.476417958136608,686.8849369284965,1,52873.36983962466
28,42,10.706297710012652,11.8904185575016,18.85429483745972,3310.3173577695657,,1337.936528446087,0,54211.30636807075
28,43,-0.37164120320445093,6.190509976045808,15.185887469577843,3310.7703330396766,,1337.8459333920648,0,55549.15230146282
28,44,12.144237192857712,11.61923706482159,28.718162903064904,3528.963218232511,,1294.207356353498,0,56843.35965781631
28,45,1.272780132635706,3.6217458792038073,11.428638191544536,3540.662493103256,-19.700215505026335,645.9337506896745,1,57489.29340850599
28,46,12.836211409605582,9.950909081196722,19.445920015638286,3535.2936349106685,-20.029831843543434,646.4706365089332,1,58135.76404501492
28,47,16.406737355983044,9.812712741460972,24.2415987714245,3537.4251126487798,,1292.514977470244,0,59428.27902248516
28,48,5.696480303371937,11.152444834602388,22.30639360596855,3768.415850930325,,1246.3168298139353,0,60674.5958522991
28,49,-2.6297900251213377,5.617333052926185,15.888079991069066,3910.27923111525,,1217.94415377695,0,61892.54000607605
29,0,17.082188469272946,4.641033011590293,19.48749956923922,20.09844072468101,-21.044837495532295,997.9901559275319,1,997.9901559275319
29,1,7.696571704335538,6.509239149400181,12.235389315977159,63.25720316182365,-17.77292926234903,993.6742796838176,1,1991.6644356113495
29,2,1.323398661434858,11.802813050064213,22.74683045145573,120.5658151979053,-21.281404920244654,987.9434184802096,1,2979.607854091559
29,3,15.570662104820805,12.433724121614514,20.32692597277899,129.47358779389165,-17.569327325475598,987.0526412206109,1,3966.66049531217
29,4,9.880362851742982,12.235326506764729,15.79536601820297,308.8004069657027,,1938.2399186068596,0,5904.900413919029
29,5,9.609470638598294,10.19780918401437,30.241027294380615,367.8926032230064,,1926.4214793553988,0,7831.3218932744285
29,6,7.0592027804016855,8.80977424655644,20.73715129366781,669.2964378755394,-19.330300350871084,933.0703562124462,1,8764.392249486875
29,7,7.192775543749722,6.241746274524601,20.312091086492057,796.51953614404,,1840.696092771192,0,10605.088342258066
29,8,1.5804818518712906,8.02755736036098,20.413280292112084,1049.4286574088705,-19.488676996265212,895.0571342591129,1,11500.14547651718
29,9,7.326280881706078,6.245789749744521,17.43256911931693,1083.6300948036308,-20.711989988850746,891.636990519637,1,12391.782467036817
29,10,10.133860764175584,8.496254527131812,13.10759578224291,1125.3623375302957,,1774.9275324939408,0,14166.709999530758
29,11,14.714599871117905,7.190915854348358,14.250858556725003,1179.937490622336,-22.84800866078649,882.0062509377664,1,15048.716250468524
29,12,10.584646751308357,11.261836223980517,21.042324171885223,1478.0954136834594,-21.902005616794668,852.1904586316541,1,15900.906709100178
29,13,7.996047796764235,10.972363416845823,17.776473694297533,1573.9808230409683,,1685.2038353918067,0,17586.110544491985
29,14,0.8256099827532744,10.13462467975934,19.83524931617401,1737.8490701955147,,1652.4301859608972,0,19238.54073045288
29,15,9.064661707788956,8.92200921973712,24.571115453263246,1738.7552529437703,-20.682250640443726,826.124474705623,1,20064.665205158504
29,16,14.2143508451169,3.7707054995440643,19.465932676782153,1727.5423526323714,-23.29879334425823,827.2457647367628,1,20891.910969895267
29,17,2.232556888370496,6.835971615459074,16.233334876143523,1729.1699158432436,-18.990138272837157,827.0830084156756,1,21718.993978310944
29,18,12.157033702863659,8.07624376658777,22.560197565232716,1812.286375228291,,1637.5427249543418,0,23356.536703265287
29,19,15.001588443923824,10.444025167206084,27.532532839585244,2066.2883015717503,,1586.74233968565,0,24943.279042950937
29,20,12.780215822843616,8.06622298017859,27.43922677240617,2073.7230887183437,,1585.2553822563314,0,26528.53442520727
29,21,12.952323946819815,5.305740840197411,14.67871513152994,2078.4826536122314,,1584.3034692775536,0,28112.83789448482
29,22,8.31467889688581,8.624639553066881,15.394666952605107,2141.5997051759314,-18.859256912682213,785.8400294824069,1,28898.67792396723
29,23,11.105682580167851,8.685209082618865,17.80706807398691,2173.887793153572,-21.325626463438766,782.6112206846428,1,29681.28914465187
29,24,6.571180342206205,10.740960946775362,23.16567629183219,2340.8435999457206,,1531.8312800108558,0,31213.120424662724
29,25,8.52180069715871,9.680072951476744,19.619877885348405,2411.1687848683846,-19.764276804579822,758.8831215131615,1,31972.00354617589
29,26,2.348030771152697,7.58652460210485,14.783995872870234,2428.6907564294925,,1514.2618487141017,0,33486.26539488999
29,27,20.20412792896537,8.484840743124536,18.81691644730288,2453.329499416606,,1509.334100116679,0,34995.59949500667
29,28,10.197617295843102,12.383462105182048,20.82392542048128,2686.4395496482966,-18.261754784282857,731.3560450351704,1,35726.95554004184
