case,step,temperature,intensityOfUse,humidity,degradationState,sensorData,productionVolume,treatment,cumulativeProduction
1,23,19.678198074057747,10.876453031986426,22.593651646501794,360.4606421438401,358.0368278571186,4279.450614294962,1.0,119832.93308476791
1,24,1.8401591726883098,12.286884662297455,13.19667410694727,330.95596589070317,321.99813545880875,4458.473068250268,0.0,124291.40615301816
1,25,9.962038820923471,6.547811911164533,21.289082534625635,330.01676632048293,342.84168426788756,4225.065724029345,0.0,128516.47187704752
1,26,12.133107754808679,16.148278569267838,26.776384410724905,481.81597785179974,491.5263416370104,3695.290079722465,1.0,132211.76195676997
1,27,12.852400653111259,13.7022949715805,24.119311735817043,461.09002742347326,471.6384340492516,3557.569986863139,0.0,135769.33194363312
1,28,6.219700082871698,7.53995279200965,17.861781156940644,479.9412805746839,491.9083578466096,3291.606436000705,0.0,139060.93837963382
1,29,10.475070007958408,9.923741326154367,17.32232673692095,533.8405109533996,538.2938646226978,3083.3082154586855,1.0,142144.2465950925
1,30,14.536745549509916,8.742959617203752,16.803856282554552,518.1256871717015,523.2946286975942,3185.8940339209857,0.0,145330.1406290135
1,31,18.913880027798726,14.232974054879332,31.336777071053355,609.4880098754704,611.5356710438091,2756.345473983385,0.0,148086.4861029969
1,32,16.40380899315174,13.022964089640318,30.54561394254384,697.8815036223604,702.5239495387352,2196.25384635482,1.0,150282.7399493517
1,33,5.2251292896769925,8.404371032610959,16.41338651962062,619.1124852562923,624.310082979994,2499.5426210603364,1.0,152782.28257041203
1,34,4.65272923843337,12.18798672791552,20.75048769326334,616.4983791881565,615.4939606598314,2657.311266936497,1.0,155439.59383734854
1,35,20.182565707740856,10.582123052758638,18.69445235301056,650.052382819191,665.8132812735433,2522.5277703468764,1.0,157962.12160769542
1,36,17.443895249952156,14.658853955292168,26.11776309850073,757.6629950123909,767.0771278769007,2037.3920059981124,0.0,159999.51361369353
1,37,11.635467423346899,9.619955150124099,22.439790915398795,836.7080442428858,842.8602295732364,1271.6359186435923,1.0,161271.14953233712
1,38,-2.519561591266175,6.429797852336502,11.226529868645514,775.9815638602901,775.5003740203916,1508.7691491952903,1.0,162779.9186815324
1,39,17.030792318126917,12.532711999296934,26.763729786740786,857.4529188527922,853.2446776022286,1347.07836485494,0.0,164126.99704638735
1,40,19.558222617571474,9.740742188141418,29.085986270210952,981.6233965634847,979.0481733242498,576.7750015300259,1.0,164703.77204791736
1,41,10.099836126191763,6.778522071727714,16.548017718692584,899.2360732931771,909.4945452875431,718.4036813209872,0.0,165422.17572923837
1,42,11.931510727538898,13.469550693832105,19.86185832748231,985.0056395853799,990.3215377928102,365.7649010491667,0.0,165787.9406302875
1,43,13.971087552748571,8.771923950818026,23.94774336652922,1049.5898813044832,1046.624268835305,0.0,0.0,165787.9406302875
1,44,,,,,,,,
1,45,,,,,,,,
1,46,,,,,,,,
1,47,,,,,,,,
1,48,,,,,,,,
1,49,,,,,,,,
1,50,,,,,,,,
1,51,,,,,,,,
1,52,,,,,,,,
1,53,,,,,,,,
1,54,,,,,,,,
1,55,,,,,,,,
1,56,,,,,,,,
1,57,,,,,,,,
1,58,,,,,,,,
1,59,,,,,,,,
1,60,,,,,,,,
1,61,,,,,,,,
1,62,,,,,,,,
1,63,,,,,,,,
1,64,,,,,,,,
1,65,,,,,,,,
1,66,,,,,,,,
1,67,,,,,,,,
1,68,,,,,,,,
1,69,,,,,,,,
1,70,,,,,,,,
1,71,,,,,,,,
1,72,,,,,,,,
1,73,,,,,,,,
1,74,,,,,,,,
1,75,,,,,,,,
1,76,,,,,,,,
1,77,,,,,,,,
1,78,,,,,,,,
1,79,,,,,,,,
2,0,12.368149158182117,9.833373570777955,24.52009493926822,83.7496684918847,78.86961173507761,5991.319388147692,0.0,5991.319388147692
2,1,6.155748451427322,9.464285948249104,15.508037631303768,165.49971016473629,164.20499884118018,5478.178766769003,0.0,11469.498154916695
2,2,11.694501255964237,7.379076756447342,16.931029103314103,214.34702535554698,217.72407321315566,5044.258574650009,1.0,16513.756729566703
2,3,4.388023422804913,10.143408349676893,19.764747385549594,233.17437449607417,217.69075758776134,5077.068555493194,0.0,21590.8252850599
2,4,3.017534322170242,6.43941266199807,13.932694056790883,265.53273015734226,246.06026084858019,4788.564992206241,1.0,26379.39027726614
2,5,21.763139021474757,8.65635104312439,26.850784330558177,312.8187796719773,299.06054297229315,4661.056659231866,1.0,31040.446936498007
2,6,9.968597389549702,12.642483644200732,17.45202914117928,287.9829642413746,292.18650345560405,4622.876370911079,1.0,35663.32330740908
2,7,3.495681383783962,13.140722946660295,21.653049414306214,258.62935692604884,266.55004388024406,4741.400321178698,0.0,40404.72362858778
2,8,15.921859683299925,8.046217972169881,28.04207099987385,312.97240514836716,316.7621327781398,4414.9363727623595,1.0,44819.660001350145
2,9,6.06593463799004,7.881265948406154,12.636114379855158,260.38671148782737,249.61866502369185,4745.646381693758,1.0,49565.3063830439
2,10,9.840989608434473,8.674631515117301,23.67954247785331,234.39277059600212,245.89092816761902,4892.963473951512,0.0,54458.26985699541
2,11,17.113754204786755,11.736689274177364,26.2183377693908,323.49203292175326,329.79368941024626,4438.77249488898,0.0,58897.04235188439
2,12,13.135013569987631,9.824328719005145,17.714649888146422,365.24827645850854,356.0820849330996,4094.425129996853,0.0,62991.46748188124
2,13,11.776082741999677,10.869040239841416,22.982539466213805,413.23734960961326,399.812478551367,3875.616413930851,0.0,66867.0838958121
2,14,14.569095763388574,13.260830810914854,23.327408730956346,433.8289997360685,437.7087319173249,3620.533142105147,1.0,70487.61703791724
2,15,16.789492297517103,12.722366379215206,25.727511215629836,454.7208252565738,457.025138615097,3713.3632044377187,1.0,74200.98024235496
2,16,2.9405320899841287,12.95229172735769,13.370251112470706,433.3574571103579,411.7576524125678,3834.702529493643,1.0,78035.6827718486
2,17,5.745704523565123,10.209210081345717,14.938845250465988,403.7493912202565,376.82385974638794,3996.448621764699,1.0,82032.13139361331
2,18,11.604025031075132,8.303814427777723,20.832672757420333,344.1994777625835,343.83366266909616,4183.276237504269,1.0,86215.40763111757
2,19,11.208581112382415,8.146070313808712,22.967853862660544,338.8990856972684,334.989313480567,4320.507046220242,1.0,90535.91467733782
2,20,12.43255805569841,5.9436284157412205,11.523449305190956,279.80250311200354,277.3033273134913,4567.586415025272,0.0,95103.50109236309
2,21,6.174779279721256,14.819951045134905,25.014838545801418,407.8277461011102,421.19747510028253,4054.9719172767655,1.0,99158.47300963986
2,22,3.291857078967701,2.646301376963571,7.0030295322195535,346.63580258989634,352.0371146606803,4060.7490869009152,1.0,103219.22209654076
2,23,10.10322285622375,11.198172497328008,24.25720795466416,338.16788378337304,338.16773278506014,4210.558763784725,0.0,107429.7808603255
2,24,9.157930347400876,10.206780508144364,22.900754858055613,428.43361649043123,421.7667832314105,3862.9915622683384,0.0,111292.77242259383
2,25,11.036011395862289,10.345221583287596,14.940066486099449,489.4320051479585,491.3079022011482,3384.428532843063,0.0,114677.2009554369
2,26,10.837746235951771,5.988886652406268,22.16625791798165,574.6473736019016,566.0921535528827,2933.411750588463,1.0,117610.61270602535
2,27,12.951879861393156,10.136598261471756,18.97625973691926,556.4290308193904,557.8358036755432,2949.738586028674,0.0,120560.35129205402
2,28,6.767885806290091,11.96510798087846,12.566655978932577,610.0383443792817,609.9827105325943,2588.3540679193793,0.0,123148.7053599734
2,29,13.693649926292297,10.449120712084019,24.58578875942321,670.4485508899045,672.3769825477088,2230.4128839438613,0.0,125379.11824391727
2,30,3.6041994955433605,4.547400737634099,18.21683314470271,717.4129880851326,719.2777751042823,1888.8658071573368,1.0,127267.9840510746
2,31,15.139891397253244,8.654567880468433,13.215349034975464,728.3186475149715,727.3693756664204,1917.5840694952406,0.0,129185.56812056985
2,32,15.77866835468657,5.830579164540265,21.08452012958194,772.0265077557552,783.6182197382362,1515.950689180257,1.0,130701.51880975011
2,33,21.05390531183153,9.610532956759155,23.231955119865926,794.4469442929283,805.4289312311379,1500.383174850616,0.0,132201.90198460073
2,34,13.230763824953641,9.07412124769202,19.549230167220745,856.7537131817991,849.5092400484469,1066.1051395711063,0.0,133268.00712417183
2,35,8.313383582518645,11.074189944957388,20.33489147337109,910.0921938969664,916.7456207532528,718.2404848144977,0.0,133986.24760898633
2,36,10.272494013053748,4.1104054675067685,17.985558853606786,933.9653388281396,943.5206981121985,424.4546783652737,0.0,134410.7022873516
2,37,15.747174883824082,8.674301959261115,30.034903511488835,1043.7837634029293,1037.394307466501,47.42753238637292,0.0,134458.12981973798
2,38,,,,,,,,
2,39,,,,,,,,
2,40,,,,,,,,
2,41,,,,,,,,
2,42,,,,,,,,
2,43,,,,,,,,
2,44,,,,,,,,
2,45,,,,,,,,
2,46,,,,,,,,
2,47,,,,,,,,
2,48,,,,,,,,
2,49,,,,,,,,
2,50,,,,,,,,
2,51,,,,,,,,
2,52,,,,,,,,
2,53,,,,,,,,
2,54,,,,,,,,
2,55,,,,,,,,
2,56,,,,,,,,
2,57,,,,,,,,
2,58,,,,,,,,
2,59,,,,,,,,
2,60,,,,,,,,
2,61,,,,,,,,
2,62,,,,,,,,
2,63,,,,,,,,
2,64,,,,,,,,
2,65,,,,,,,,
2,66,,,,,,,,
2,67,,,,,,,,
2,68,,,,,,,,
2,69,,,,,,,,
2,70,,,,,,,,
2,71,,,,,,,,
2,72,,,,,,,,
2,73,,,,,,,,
2,74,,,,,,,,
2,75,,,,,,,,
2,76,,,,,,,,
2,77,,,,,,,,
2,78,,,,,,,,
2,79,,,,,,,,
3,0,7.985892595663412,9.952294334832978,20.825402822927092,40.7204375105359,47.82887286640715,5986.778727897125,1.0,5986.778727897125
3,1,14.21183931616502,7.645463825532487,16.41836436990373,60.09916353285929,69.13756222112731,5878.0549460864595,1.0,11864.833673983583
3,2,8.610694993749958,15.245165805954583,29.269518986850876,62.225522313088945,65.62083240007058,5922.6322930641945,0.0,17787.465967047778
3,3,-4.091886692392151,12.479224061443567,24.291401180939385,113.6833673442328,110.84431620940177,5584.790366200045,1.0,23372.256333247824
3,4,16.141038072231304,10.494350678117314,21.94703249570041,113.18413669410353,103.89992088968967,5713.116491360016,0.0,29085.37282460784
3,5,3.213204711394968,7.1463549138246325,11.943015340145934,153.30686053136964,156.66294086464654,5321.985012622346,1.0,34407.357837230185
3,6,6.098149302832429,12.232468639366884,24.46994350944686,157.85532787102548,160.9582505710397,5327.432064563492,0.0,39734.78990179368
3,7,10.906803976985756,7.913257800184795,17.860643976216938,204.97247534062237,212.9849354402831,4967.671499319264,0.0,44702.461401112945
3,8,15.760511510438587,9.790800781837675,23.95088318218141,245.89757648755497,245.71997738420484,4702.791103028122,0.0,49405.25250414106
3,9,10.190559303049474,4.69234137851771,17.004433285235116,303.0231653967834,285.69323979200175,4475.577651929001,0.0,53880.830156070064
3,10,5.09440439901368,5.592794286253119,20.39201384991311,323.1649534474872,326.6848338355381,4222.5624755185845,1.0,58103.39263158865
3,11,5.9250424544487315,10.093909938877466,21.694305709306594,329.3093772582714,320.62202111883386,4293.112446964352,0.0,62396.505078553004
3,12,4.389553886155199,6.314767556353513,24.142190810372533,339.78810896224235,350.9841087174981,4037.474799866109,1.0,66433.97987841911
3,13,6.631042523250846,4.1478137289804256,20.40385665271249,326.5023818293514,325.75602545545536,4245.743279372137,0.0,70679.72315779125
3,14,15.882251557820933,11.321589491531768,26.092952039663725,388.2427328934593,403.14913451203915,3858.4153307062265,0.0,74538.13848849747
3,15,-2.6558760599889233,4.3333360875690285,15.215094121411703,426.5633061342028,429.4555907801262,3534.35418906663,1.0,78072.4926775641
3,16,5.296475494400652,11.86183325366228,27.910116071131608,422.35761659476174,433.10652807243054,3631.482543904647,0.0,81703.97522146875
3,17,17.314027015979335,12.657767157511236,19.569889837469386,487.92884082999547,494.8874870680656,3236.262658290596,1.0,84940.23787975934
3,18,1.4323991329390466,5.188417402067578,14.113914353931603,419.3976249360066,417.81009798460735,3568.6770838947587,1.0,88508.91496365411
3,19,11.756514540250237,10.635730313141318,15.668296183283537,413.9106115737731,429.012478332926,3678.1569757160696,1.0,92187.07193937017
3,20,3.0366225116156755,7.971079594164465,14.133918348519492,431.2297510696779,419.28144738437874,3677.648024033163,0.0,95864.71996340335
3,21,0.4178004268407758,12.230396768757863,23.496106999991753,467.17512950361305,473.5755289949702,3346.0659044191816,1.0,99210.78586782252
3,22,16.296121295837995,11.628592238443346,28.56023304493416,502.4608501254806,504.44255240129286,3271.4363587050284,1.0,102482.22222652755
3,23,13.73680128198141,10.328193658322553,25.15095573078159,495.74056663518365,497.8236500877838,3291.5216947784475,1.0,105773.743921306
3,24,5.927657486126426,9.926580862297104,12.993927775705583,415.4014325611635,429.30478611117513,3536.4328122348525,1.0,109310.17673354085
3,25,11.320600947018935,10.810982144784575,31.507490244846096,401.6784246564357,414.92945794609824,3716.9239541199586,1.0,113027.1006876608
3,26,0.6804190466576578,6.735893153323549,15.73215891826006,359.8661414098096,373.0741311267407,3916.909019719852,0.0,116944.00970738065
3,27,9.322138818665378,6.391243777873014,20.31259397902804,454.78184255904927,449.5539257256169,3565.5312779410297,0.0,120509.54098532168
3,28,18.330259041782085,8.670379572776369,20.076672474866143,520.4058373525438,515.0495409896902,3121.8581221193117,1.0,123631.399107441
3,29,8.971263834929449,7.253734005959212,26.021051461029653,476.72123822235056,477.45790639563984,3285.9993968053877,0.0,126917.39850424639
3,30,8.487504619937873,15.085860346260155,37.32175831792962,558.9500278994756,566.0924172328166,2875.1491942657203,0.0,129792.5476985121
3,31,0.022316107761369608,11.4464724600458,14.444633924472006,619.07166170136,610.3605565920157,2459.828412402046,1.0,132252.37611091416
3,32,4.712456891466662,8.867935801530686,13.39215637812926,570.3489622708104,551.7539873064653,2751.7144122968803,1.0,135004.09052321102
3,33,8.859259363308615,8.615728637157163,21.86395740794206,550.3331508976792,538.964515925646,2911.7679584453176,1.0,137915.85848165635
3,34,3.7342694573161843,5.36385157953349,9.682570260264958,504.48149033158427,518.2859506441132,3037.4074006552037,0.0,140953.26588231156
3,35,12.367587425406095,6.8718781613343545,20.54385196866241,538.9867249364152,554.4752779797493,2783.8651161550765,1.0,143737.13099846663
3,36,7.9515554937484865,7.853652002423593,24.385775171313345,516.3110343265047,532.9665487866985,2914.4886785249596,1.0,146651.6196769916
3,37,3.3886805736621195,11.098394518481895,17.342997751935485,505.365876049872,512.2440251456238,3099.6017546800267,1.0,149751.2214316716
3,38,9.052476037030537,5.636439382809928,20.19205004192356,460.79070230902283,464.73160600276145,3295.4409758456977,1.0,153046.66240751732
3,39,7.484092754562089,5.720130403487482,17.759553015013104,426.59996283707517,430.955369576685,3521.203714168582,1.0,156567.8661216859
3,40,19.918710010519234,10.773557236058224,27.34785204647742,470.43289232636414,466.85419554988385,3495.8549740521967,0.0,160063.7210957381
3,41,16.00376914595357,9.489870155910259,21.562996672828575,517.9621630232602,513.6135219885507,3072.282338297039,0.0,163136.00343403514
3,42,6.724990123144504,7.903956537739041,15.69418955225311,522.6431148851797,547.5630673882918,2820.0671138020143,1.0,165956.07054783715
3,43,17.922245106676957,13.222811809105202,22.543564661493413,512.0152190049727,508.71963244146514,3082.0172570922996,0.0,169038.08780492944
3,44,1.9185398718333406,5.6524431596795,16.72376695619234,560.0166808537773,557.7992928520969,2803.3723140622656,1.0,171841.4601189917
3,45,11.776505373166685,8.585874178286593,30.028226922895303,553.4523421289346,544.6205832326089,2901.552838483647,0.0,174743.01295747535
3,46,13.440880780819448,17.51945721208827,22.8879386683533,659.2528622688814,657.2524458145007,2380.39073983243,1.0,177123.4036973078
3,47,18.490874385287285,9.533943926152968,19.957765694668616,628.7566593231861,633.6553204429729,2386.2777735119566,1.0,179509.68147081975
3,48,9.244625298999331,9.588747273916402,15.104113350602326,585.3077673078512,589.0792875423663,2580.014546791041,1.0,182089.69601761078
3,49,3.2533719527858356,8.802153655203641,25.499684903328912,608.9054891162257,597.0493259942896,2645.1152152431446,1.0,184734.81123285394
3,50,10.579513635383298,8.839305848145269,26.216871906957255,604.8413955179358,596.8112441472142,2618.8202926999666,0.0,187353.6315255539
3,51,16.853771626744994,8.522203840488228,26.558172157764652,652.8286110380348,636.9444900631872,2280.757286197142,0.0,189634.38881175104
3,52,2.721807612250384,6.804661251107277,18.77207194248607,652.0308127313659,658.9224043029812,2086.6599107103702,1.0,191721.04872246142
3,53,6.7761360413178195,7.3744436239694355,12.370670965131119,646.6207808900484,630.5239829475402,2315.705729804577,1.0,194036.754452266
3,54,11.613997032248044,3.900837121426007,15.969727486878911,623.9430104664609,606.0351013583181,2418.5173497401274,1.0,196455.27180200611
3,55,9.456890305811468,9.425344336477178,15.317139038103086,625.1961008381671,619.8702254034241,2466.6290299828534,1.0,198921.90083198898
3,56,4.707384620704738,7.230497725899303,13.06113158706323,591.7512127345726,584.5110204362763,2566.5009392090496,1.0,201488.40177119803
3,57,6.712943603717474,9.059957358365091,15.688328277511884,600.5108832506313,598.3853733945235,2580.938611901806,1.0,204069.34038309983
3,58,12.739044429045247,9.335116306727025,18.507893043595885,595.9281411631747,584.8321440480281,2616.759690718039,1.0,206686.10007381786
3,59,10.779902810036685,11.932483917915235,22.243909194884,612.9720517669457,617.7450917923902,2597.779068263142,1.0,209283.87914208102
3,60,16.101759280123783,8.240126384516504,23.18424241933058,625.6336325103705,618.6610506101174,2519.503549667479,0.0,211803.3826917485
3,61,8.25123267724694,10.782266101254452,19.588357598746953,646.7427244356519,651.8926797276937,2165.7635482989876,0.0,213969.14624004747
3,62,11.335617876724628,10.260105287187569,15.320555480492477,721.4546613415672,708.7371332602285,1884.2757900173901,1.0,215853.42203006486
3,63,3.4947741769071436,10.240728406143186,18.900087483427566,685.6880216457504,697.5294254145991,1936.2411708461977,0.0,217789.66320091108
3,64,13.626736029526423,10.974140421748269,24.88712866303204,749.0578239535438,764.754779978133,1566.6058137523592,1.0,219356.2690146634
3,65,14.66937867322282,2.869414286096111,15.610332099758764,709.368026259248,716.2874972901201,1754.200811303935,1.0,221110.46982596736
3,66,10.300065585657695,7.322312262269288,15.360250742039295,714.4620646006108,702.1643990702952,1910.907157529683,0.0,223021.37698349703
3,67,6.012825883383927,5.692629234171568,22.612245068465427,761.7852253883417,741.6960655742009,1624.1800035905967,1.0,224645.55698708765
3,68,8.919862218559976,15.497131648373207,23.517847951027555,783.3379257700677,795.2331224923731,1534.2893560991101,0.0,226179.84634318674
3,69,2.57122494587781,11.95456291560267,21.299708243156434,847.8794563882053,838.8233377548877,1029.8175173319564,1.0,227209.6638605187
3,70,13.284229314122884,9.85670724887101,21.23101077494669,815.5979385491017,826.1814760105676,1147.8376935462727,0.0,228357.50155406498
3,71,22.078756343268743,9.48372310615588,30.805743770104016,910.9473315588725,907.5416262210915,718.359261130712,0.0,229075.8608151957
3,72,5.896196751811396,9.363590222925502,17.66294407709654,943.7304892950016,943.1674989931752,352.777939310063,1.0,229428.63875450575
3,73,4.38325698307668,7.246500142557272,19.188192864965373,936.3074093280768,942.3249154894955,463.5204936290549,1.0,229892.1592481348
3,74,13.52362068068882,12.983862295775396,22.668092211794164,1008.4950374623692,990.8023946902728,282.9411597782851,0.0,230175.1004079131
3,75,,,,,,,,
3,76,,,,,,,,
3,77,,,,,,,,
3,78,,,,,,,,
3,79,,,,,,,,
4,0,22.07495324231517,11.20550967989018,26.352981949780922,104.22569718177162,100.65685579314284,5845.868555930037,1.0,5845.868555930037
4,1,11.700748595145473,13.53800725109324,24.023868407261833,189.5740081825952,184.40688685350713,5452.905832736017,0.0,11298.774388666054
4,2,3.2385153124368706,7.8224156516871375,21.613695393541885,221.4648218011339,230.31754208258542,4864.407389858318,1.0,16163.181778524373
4,3,14.435349439567316,9.039190202897517,23.07212885794364,268.1409448980751,263.0802962796725,4815.302856870016,1.0,20978.484635394387
4,4,4.885903474863645,9.07237900278256,17.386506487928543,247.30458616910204,243.92494349238092,4813.004303206829,1.0,25791.488938601215
4,5,9.981804262300042,12.885820753271812,17.7462731241019,226.21456245415894,233.35591356122814,4877.006433341998,0.0,30668.495371943216
4,6,16.87877140864853,8.036391691554886,23.7985735246532,285.00266292108756,288.2705399547921,4530.338563046044,1.0,35198.833934989256
4,7,11.24418069568736,9.280261294707326,16.860591667563696,276.88615461025125,273.291573239807,4654.070387610841,0.0,39852.9043226001
4,8,2.665766360606713,8.71211746205347,13.110768983094594,319.8974971037126,335.8603198919751,4256.8215642467885,1.0,44109.725886846885
4,9,17.812801969551703,16.46566812749989,33.28073125144654,498.5407247260341,478.4243204488884,3765.0354447159452,0.0,47874.76133156283
4,10,2.123443596321091,8.006490518154664,11.943104710308011,516.0091601358708,524.8399606509458,3025.2203518466254,0.0,50899.98168340946
4,11,16.677359673023446,5.378623660571712,21.49063031015517,570.7663258212765,581.3249777129057,2703.6557978965716,0.0,53603.63748130603
4,12,7.601650344417388,0.4929484040467642,16.54578633019107,594.852120388,591.9695828760987,2493.8757284429685,1.0,56097.513209749
4,13,13.887062812213895,7.031363653044888,20.302908752271634,559.70960886925,557.4010639081869,2713.8545312252077,1.0,58811.36774097421
4,14,13.2089804750572,5.291668693922665,15.852095753977782,532.1817189725929,527.6226566565623,2964.161686131518,0.0,61775.52942710572
4,15,0.19499576107889638,5.795679252358024,10.127959086381205,539.2074805176193,541.720552514941,2818.7237016226595,1.0,64594.253128728385
4,16,22.10921134363239,14.304800219311122,21.384846019867936,607.2400859885647,592.3636435910117,2749.380945185759,0.0,67343.63407391415
4,17,14.001714183915489,5.846632949939037,24.110602110939382,600.0491113173028,616.5807728165571,2382.4699290099543,1.0,69726.1040029241
4,18,11.268774444377504,7.214347915589566,24.620253716426582,620.6547323195006,621.2495998563664,2569.821204443862,1.0,72295.92520736795
4,19,7.750479681864965,6.980395242410424,21.067008668914873,548.9787067741215,569.2473083746665,2695.9883530871934,1.0,74991.91356045516
4,20,14.878083720470975,14.02740023453757,25.044151191685362,589.1885263943542,608.9538669184071,2700.321945673555,1.0,77692.23550612871
4,21,7.230485603173403,6.68715665497483,14.904373003184828,538.0565849682368,538.3166095126315,2863.3072340505228,1.0,80555.54274017923
4,22,19.986918264603503,7.70303486431792,18.975787564830032,545.6079489296918,531.9633887382305,3022.6773085860086,1.0,83578.22004876524
4,23,18.325903135375285,9.007815018911913,19.166320232761198,532.6353295345433,544.2994964374965,3023.657512248496,1.0,86601.87756101374
4,24,7.386673072410351,7.908706870540268,12.91226909899606,486.5873709551161,483.70076016787044,3231.6585499512557,1.0,89833.536110965
4,25,12.348127643164265,6.835227256925744,16.301879919287735,444.0278610113497,462.62029028243364,3397.351610827107,1.0,93230.8877217921
4,26,-1.0558175925448943,12.641614237518517,20.079103819558192,487.0499615884626,490.01053783032233,3335.5371771773134,0.0,96566.42489896942
4,27,10.886748593433673,9.585802988961861,24.286529205398406,547.4992605446587,543.7871091542672,2929.803583456765,1.0,99496.22848242617
4,28,6.763959428721813,12.406235879494375,23.47844173857006,582.7254334728625,582.2340539715011,2831.446048590131,0.0,102327.67453101631
4,29,9.676939135587483,8.51827739673517,23.04851624250123,643.4088351033263,631.1763984513424,2368.5135664622217,1.0,104696.18809747853
4,30,20.335259537407268,11.020187169001899,23.382025048486142,684.7509378413148,681.8433501450123,2309.62234985608,0.0,107005.8104473346
4,31,9.861988467782263,8.28203977664723,16.10977731919,703.164193859646,728.1386894778396,1754.227356462195,1.0,108760.0378037968
4,32,8.363260976655042,3.6899426583462764,13.484268049452352,657.2087823984706,671.6418026908564,2028.3142829542157,0.0,110788.35208675102
4,33,5.018880247516874,6.996296669297938,18.18328514613252,709.9386143625343,697.0933371975299,1883.1239181324008,1.0,112671.47600488341
4,34,13.045684773129793,8.499433101367217,16.949156785842483,701.8670871142048,704.5718209949475,1941.9313256698572,0.0,114613.40733055328
4,35,14.15579803840272,13.51920693901145,19.90100505048664,776.667501485832,779.7706508068701,1521.851005902927,1.0,116135.2583364562
4,36,7.108788978561617,6.231676870078504,14.055081862563707,721.0045787807759,719.748069125433,1753.4110312057605,1.0,117888.66936766196
4,37,4.810056187360901,8.142108418235562,22.318806945541596,744.8874313808001,742.2677451319172,1762.1105194233337,1.0,119650.7798870853
4,38,4.08831571988532,13.16107781037661,23.025493160861195,727.6892723586755,751.3709804099312,1658.5585045979017,0.0,121309.3383916832
4,39,12.224477314846165,12.201853527663832,23.60782765451365,839.9027596128827,847.4996193429067,1163.9506060559888,1.0,122473.28899773919
4,40,10.241823554198639,11.78770669605292,15.82178215040158,832.5694716757548,832.4090203741121,1188.7902344524875,1.0,123662.07923219168
4,41,6.219518279425763,7.914530855711474,22.941519769218175,814.5078924956451,804.5014830719118,1271.3815444732525,0.0,124933.46077666493
4,42,7.546591317485979,7.606805799796931,21.467256188130143,834.5773847261403,835.6448413156326,1034.9639665725313,1.0,125968.42474323745
