id,time,variable,value
2,1, temperature,8.223868379
2,2, temperature,6.694832063
2,3, temperature,-3.423648891
2,4, temperature,15.34867271
2,5, temperature,12.02453747
2,6, temperature,-0.80522063
2,7, temperature,11.63546742
2,8, temperature,4.945379257
2,9, temperature,10.29488599
2,10, temperature,11.93151073
2,11, temperature,13.08826467
2,12, temperature,11.80266401
2,13, temperature,6.60355103
2,14, temperature,3.017534322
2,0, treatment,1
2,1, treatment,1
2,2, treatment,0
2,3, treatment,0
2,4, treatment,0
2,5, treatment,0
2,6, treatment,1
2,7, treatment,0
2,8, treatment,1
2,9, treatment,1
2,10, treatment,0
2,11, treatment,0
2,12, treatment,1
2,13, treatment,1
2,14, treatment,1
3,0, humidity,20.34669072
3,1, humidity,15.65107885
3,2, humidity,23.67954248
3,3, humidity,17.8081798
3,4, humidity,17.69827107
3,5, humidity,21.01839215
3,6, humidity,23.22833774
3,7, humidity,20.7081959
3,8, humidity,21.13375512
3,9, humidity,24.96497733
3,10, humidity,23.60678782
3,11, humidity,18.42431923
3,12, humidity,15.23530088
3,13, humidity,23.39308612
3,14, humidity,24.48085748
3,0, intensityofuse,13.50621717
3,1, intensityofuse,6.423585279
3,2, intensityofuse,8.674631515
3,3, intensityofuse,6.218273754
3,4, intensityofuse,10.50489365
3,5, intensityofuse,11.43611876
3,6, intensityofuse,7.151537613
3,7, intensityofuse,2.294739468
3,8, intensityofuse,6.752280726
3,9, intensityofuse,10.01341572
3,10, intensityofuse,12.46927899
3,11, intensityofuse,6.858784157
3,12, intensityofuse,10.26020106
3,13, intensityofuse,8.490643086
3,14, intensityofuse,8.198633285
3,0, productionvolume,31.9185574
3,1, productionvolume,29.79239327
3,2, productionvolume,28.54199446
3,3, productionvolume,27.03069461
3,4, productionvolume,25.37372803
3,5, productionvolume,23.53114006
3,6, productionvolume,21.59201679
3,7, productionvolume,20.88553935
3,8, productionvolume,19.50400416
3,9, productionvolume,17.37814201
3,10, productionvolume,14.49915854
3,11, productionvolume,12.33020369
3,12, productionvolume,10.40492464
3,13, productionvolume,8.444839686
3,14, productionvolume,6.829313221
3,0, sensordata,424.4327794
3,1, sensordata,637.8492406
3,2, sensordata,863.5400511
3,3, sensordata,1027.251566
3,4, sensordata,1360.630026
3,5, sensordata,1642.573337
3,6, sensordata,1879.821626
3,7, sensordata,1928.049774
3,8, sensordata,2220.748977
3,9, sensordata,2623.2154
3,10, sensordata,3027.037037
3,11, sensordata,3273.901854
3,12, sensordata,3604.620753
3,13, sensordata,3861.927341
3,14, sensordata,4089.278693
3,0, temperature,14.44424156
3,1, temperature,4.717078184
3,2, temperature,9.840989608
3,3, temperature,6.410764037
3,4, temperature,14.88153402
3,5, temperature,7.383651222
3,6, temperature,11.33707748
3,7, temperature,9.285489112
3,8, temperature,12.51276787
3,9, temperature,15.11061861
3,10, temperature,11.12724498
3,11, temperature,12.2346609
3,12, temperature,14.08734579
3,13, temperature,18.98040969
3,14, temperature,5.747036043
3,0, treatment,0
3,1, treatment,1
3,2, treatment,0
3,3, treatment,0
3,4, treatment,1
3,5, treatment,0
3,6, treatment,1
3,7, treatment,0
3,8, treatment,1
3,9, treatment,0
3,10, treatment,0
3,11, treatment,0
3,12, treatment,0
3,13, treatment,0
3,14, treatment,0
4,0, humidity,12.746694
4,1, humidity,19.54923017
4,2, humidity,17.98555885
4,3, humidity,24.34228536
4,4, humidity,19.11924586
4,5, humidity,31.12491626
4,6, humidity,21.11824238
4,7, humidity,18.63491702
4,8, humidity,17.86064398
4,9, humidity,17.00443329
4,10, humidity,17.83392624
4,11, humidity,17.02254482
4,12, humidity,19.8703639
4,13, humidity,13.32797517
4,14, humidity,24.86766525
4,0, intensityofuse,6.129658644
4,1, intensityofuse,9.074121248
4,2, intensityofuse,4.110405468
4,3, intensityofuse,7.887987866
4,4, intensityofuse,5.031065694
4,5, intensityofuse,12.42524742
4,6, intensityofuse,8.044332854
4,7, intensityofuse,7.239690092
4,8, intensityofuse,7.9132578
4,9, intensityofuse,4.692341379
4,10, intensityofuse,11.11562136
4,11, intensityofuse,6.162033409
4,12, intensityofuse,11.23113685
4,13, intensityofuse,13.4292268
4,14, intensityofuse,8.039067734
4,0, productionvolume,32.7256319
4,1, productionvolume,31.33541751
4,2, productionvolume,30.38689703
4,3, productionvolume,29.45288064
4,4, productionvolume,28.52945493
4,5, productionvolume,26.15764855
4,6, productionvolume,23.63471239
4,7, productionvolume,22.16596216
4,8, productionvolume,20.40127743
4,9, productionvolume,19.2745251
4,10, productionvolume,18.10584505
4,11, productionvolume,16.88007813
4,12, productionvolume,14.83622249
4,13, productionvolume,12.29373265
4,14, productionvolume,9.848284792
4,0, sensordata,182.3104288
4,1, sensordata,445.1835704
4,2, sensordata,507.5060991
4,3, sensordata,719.5567099
4,4, sensordata,802.84475
4,5, sensordata,1349.860684
4,6, sensordata,1559.725599
4,7, sensordata,1790.485752
4,8, sensordata,2089.131018
4,9, sensordata,2190.159977
4,10, sensordata,2446.694592
4,11, sensordata,2565.353455
4,12, sensordata,2983.779798
4,13, sensordata,3328.100407
4,14, sensordata,3717.414156
4,0, temperature,8.577418124
4,1, temperature,13.23076382
4,2, temperature,10.27249401
4,3, temperature,21.87596754
4,4, temperature,7.559908978
4,5, temperature,15.71345243
4,6, temperature,5.062954877
4,7, temperature,13.53923816
4,8, temperature,10.90680398
4,9, temperature,10.1905593
4,10, temperature,10.37596824
4,11, temperature,12.34821349
4,12, temperature,9.616681622
4,13, temperature,3.624187526
4,14, temperature,19.86793922
4,0, treatment,1
4,1, treatment,1
4,2, treatment,1
4,3, treatment,1
4,4, treatment,0
4,5, treatment,0
4,6, treatment,0
4,7, treatment,0
4,8, treatment,1
4,9, treatment,1
4,10, treatment,1
4,11, treatment,0
4,12, treatment,0
4,13, treatment,0
4,14, treatment,0
5,0, humidity,14.31627201
5,1, humidity,18.63492263
5,2, humidity,25.15095573
5,3, humidity,21.45482036
5,4, humidity,15.73215892
5,5, humidity,20.07667247
5,6, humidity,13.05377663
5,7, humidity,27.98800465
5,8, humidity,15.68979121
5,9, humidity,9.68257026
5,10, humidity,21.92982873
5,11, humidity,26.02117796
5,12, humidity,24.58592856
5,13, humidity,27.34785205
5,14, humidity,15.46197336
5,0, intensityofuse,7.289372374
5,1, intensityofuse,8.955480342
5,2, intensityofuse,10.32819366
5,3, intensityofuse,13.18634827
5,4, intensityofuse,6.735893153
5,5, intensityofuse,8.670379573
5,6, intensityofuse,13.0991561
5,7, intensityofuse,11.93733383
5,8, intensityofuse,7.06704028
5,9, intensityofuse,5.36385158
5,10, intensityofuse,12.16921067
5,11, intensityofuse,11.54964628
5,12, intensityofuse,8.919475712
5,13, intensityofuse,10.77355724
5,14, intensityofuse,6.807396381
5,0, productionvolume,32.61104211
5,1, productionvolume,31.13588788
5,2, productionvolume,29.42253377
5,3, productionvolume,27.11829297
5,4, productionvolume,25.17017658
5,5, productionvolume,24.06892237
5,6, productionvolume,22.34959749
5,7, productionvolume,20.06337601
5,8, productionvolume,17.78378873
5,9, productionvolume,16.63460022
5,10, productionvolume,15.01326839
5,11, productionvolume,12.1813401
5,12, productionvolume,9.839605499
5,13, productionvolume,7.368323181
5,14, productionvolume,5.194418328
5,0, sensordata,216.6873663
5,1, sensordata,442.5462693
5,2, sensordata,801.3173602
5,3, sensordata,1141.740137
5,4, sensordata,1307.20689
5,5, sensordata,1540.572674
5,6, sensordata,1754.548078
5,7, sensordata,2226.43912
5,8, sensordata,2438.42426
5,9, sensordata,2571.195673
5,10, sensordata,2966.876086
5,11, sensordata,3378.721883
5,12, sensordata,3669.396467
5,13, sensordata,4120.106578
5,14, sensordata,4321.567923
5,0, temperature,13.10551604
5,1, temperature,13.75465448
5,2, temperature,13.73680128
5,3, temperature,17.39822718
5,4, temperature,0.680419047
5,5, temperature,18.33025904
5,6, temperature,2.891276396
5,7, temperature,11.00799318
5,8, temperature,14.04299571
5,9, temperature,3.734269457
5,10, temperature,11.51998041
5,11, temperature,11.37322223
5,12, temperature,10.03574894
5,13, temperature,19.91871001
5,14, temperature,10.48566346
5,0, treatment,0
5,1, treatment,1
5,2, treatment,1
5,3, treatment,0
5,4, treatment,1
5,5, treatment,0
5,6, treatment,0
5,7, treatment,0
5,8, treatment,0
5,9, treatment,1
5,10, treatment,0
5,11, treatment,0
5,12, treatment,0
5,13, treatment,0
5,14, treatment,1
6,0, humidity,18.05313769
6,1, humidity,31.28422122
6,2, humidity,15.10411335
6,3, humidity,17.60206052
6,4, humidity,16.55733415
6,5, humidity,16.80000074
6,6, humidity,10.97580676
6,7, humidity,19.76203762
6,8, humidity,21.91243755
6,9, humidity,19.22678655
6,10, humidity,15.93866775
6,11, humidity,15.32055548
6,12, humidity,25.64349023
6,13, humidity,13.58094082
6,14, humidity,13.3374621
6,0, intensityofuse,11.62843534
6,1, intensityofuse,15.91145633
6,2, intensityofuse,9.588747274
6,3, intensityofuse,8.726110031
6,4, intensityofuse,8.083182823
6,5, intensityofuse,5.48380058
6,6, intensityofuse,7.699165828
6,7, intensityofuse,4.71485207
6,8, intensityofuse,7.322790753
6,9, intensityofuse,10.19212078
6,10, intensityofuse,7.61572711
6,11, intensityofuse,10.26010529
6,12, intensityofuse,11.83318998
6,13, intensityofuse,4.518565483
6,14, intensityofuse,5.66627742
6,0, productionvolume,32.22966503
6,1, productionvolume,28.96536945
6,2, productionvolume,26.50650271
6,3, productionvolume,25.15372296
6,4, productionvolume,23.93014142
6,5, productionvolume,22.41341668
6,6, productionvolume,21.16070593
6,7, productionvolume,19.91996862
6,8, productionvolume,18.93762913
6,9, productionvolume,17.73756211
6,10, productionvolume,16.1411093
6,11, productionvolume,14.60215355
6,12, productionvolume,12.9432027
6,13, productionvolume,11.80211471
6,14, productionvolume,10.86634779
6,0, sensordata,331.1004905
6,1, sensordata,1021.709384
6,2, sensordata,1129.3994
6,3, sensordata,1324.483711
6,4, sensordata,1546.571806
6,5, sensordata,1729.40319
6,6, sensordata,1922.385031
6,7, sensordata,2101.624384
6,8, sensordata,2278.898126
6,9, sensordata,2469.030107
6,10, sensordata,2688.637102
6,11, sensordata,2930.716832
6,12, sensordata,3249.424309
6,13, sensordata,3300.745176
6,14, sensordata,3439.350487
6,0, temperature,14.51911818
6,1, temperature,20.43128646
6,2, temperature,9.244625299
6,3, temperature,2.7235735
6,4, temperature,11.19688112
6,5, temperature,13.28663671
6,6, temperature,8.655488873
6,7, temperature,9.908405945
6,8, temperature,8.14683194
6,9, temperature,7.352477665
6,10, temperature,8.617550295
6,11, temperature,11.33561788
6,12, temperature,9.920238041
6,13, temperature,6.04725306
6,14, temperature,2.991866191
6,0, treatment,1
6,1, treatment,1
6,2, treatment,0
6,3, treatment,1
6,4, treatment,0
6,5, treatment,0
6,6, treatment,0
6,7, treatment,1
6,8, treatment,1
6,9, treatment,0
6,10, treatment,0
6,11, treatment,1
6,12, treatment,1
6,13, treatment,0
6,14, treatment,1
7,0, humidity,19.71151994
7,1, humidity,22.98319741
7,2, humidity,19.0500966
7,3, humidity,17.88143773
7,4, humidity,24.02386841
7,5, humidity,21.00779124
7,6, humidity,17.38650649
7,7, humidity,20.95984337
7,8, humidity,27.80753266
7,9, humidity,26.68272298
7,10, humidity,10.92138547
7,11, humidity,20.30290875
7,12, humidity,19.74812065
7,13, humidity,19.58499899
7,14, humidity,19.12281906
7,0, intensityofuse,7.649209188
7,1, intensityofuse,8.613028352
7,2, intensityofuse,10.86450628
7,3, intensityofuse,9.416443274
7,4, intensityofuse,13.53800725
7,5, intensityofuse,12.66712793
7,6, intensityofuse,9.072379003
7,7, intensityofuse,7.992673049
7,8, intensityofuse,7.6854112
7,9, intensityofuse,14.0513526
7,10, intensityofuse,7.78377264
7,11, intensityofuse,7.031363653
7,12, intensityofuse,2.508381055
7,13, intensityofuse,7.883860792
7,14, intensityofuse,9.979527954
7,0, productionvolume,32.82531958
7,1, productionvolume,31.82218658
7,2, productionvolume,29.97602778
7,3, productionvolume,28.5063553
7,4, productionvolume,26.4089704
7,5, productionvolume,23.46082515
7,6, productionvolume,21.49404355
7,7, productionvolume,20.29761563
7,8, productionvolume,19.13399055
7,9, productionvolume,16.72934808
7,10, productionvolume,14.54299702
7,11, productionvolume,13.2276091
7,12, productionvolume,11.86116756
7,13, productionvolume,11.22487106
7,14, productionvolume,9.64041052
7,0, sensordata,152.4041258
7,1, sensordata,340.3793127
7,2, sensordata,666.812353
7,3, sensordata,856.9321787
7,4, sensordata,1302.563491
7,5, sensordata,1659.188963
7,6, sensordata,1892.597972
7,7, sensordata,2072.694199
7,8, sensordata,2250.901247
7,9, sensordata,2789.239803
7,10, sensordata,2934.343512
7,11, sensordata,3156.190822
7,12, sensordata,3285.458909
7,13, sensordata,3397.248931
7,14, sensordata,3710.627913
7,0, temperature,7.666536534
7,1, temperature,10.69849586
7,2, temperature,11.40408052
7,3, temperature,21.24521456
7,4, temperature,11.7007486
7,5, temperature,3.10478778
7,6, temperature,4.885903475
7,7, temperature,3.671428159
7,8, temperature,7.270122502
7,9, temperature,11.34389558
7,10, temperature,8.809384998
7,11, temperature,13.88706281
7,12, temperature,6.845252078
7,13, temperature,-3.053025908
7,14, temperature,6.163364963
7,0, treatment,1
7,1, treatment,0
7,2, treatment,1
7,3, treatment,1
7,4, treatment,0
7,5, treatment,0
7,6, treatment,1
7,7, treatment,1
7,8, treatment,1
7,9, treatment,1
7,10, treatment,1
7,11, treatment,0
7,12, treatment,1
7,13, treatment,0
7,14, treatment,1
8,0, humidity,25.88687537
8,1, humidity,25.91889907
8,2, humidity,13.31898971
8,3, humidity,20.47366525
8,4, humidity,25.2484627
8,5, humidity,23.47844174
8,6, humidity,15.44986265
8,7, humidity,25.598654
8,8, humidity,19.27653959
8,9, humidity,23.11185989
8,10, humidity,18.98520497
8,11, humidity,24.19407325
8,12, humidity,25.41506944
8,13, humidity,22.10374796
8,14, humidity,28.84986963
8,0, intensityofuse,8.136946665
8,1, intensityofuse,5.770247611
8,2, intensityofuse,10.1006852
8,3, intensityofuse,5.934899435
8,4, intensityofuse,12.78586855
8,5, intensityofuse,12.40623588
8,6, intensityofuse,11.63174171
8,7, intensityofuse,9.695062791
8,8, intensityofuse,11.49779189
8,9, intensityofuse,9.163873291
8,10, intensityofuse,13.39860803
8,11, intensityofuse,14.98717115
8,12, intensityofuse,8.536701046
8,13, intensityofuse,12.26897533
8,14, intensityofuse,9.436954026
8,0, productionvolume,32.21142352
8,1, productionvolume,30.41755423
8,2, productionvolume,28.7742967
8,3, productionvolume,27.54956997
8,4, productionvolume,25.83004808
8,5, productionvolume,23.39838039
8,6, productionvolume,21.04620115
8,7, productionvolume,19.17140416
8,8, productionvolume,17.37039609
8,9, productionvolume,15.39165129
8,10, productionvolume,13.83105323
8,11, productionvolume,10.61288215
8,12, productionvolume,7.752542107
8,13, productionvolume,5.246137821
8,14, productionvolume,3.194222003
8,0, sensordata,336.5729434
8,1, sensordata,538.1607891
8,2, sensordata,829.5502023
8,3, sensordata,970.2312633
8,4, sensordata,1330.050833
8,5, sensordata,1650.435051
8,6, sensordata,2035.704603
8,7, sensordata,2290.402085
8,8, sensordata,2578.140375
8,9, sensordata,2804.364239
8,10, sensordata,3127.153337
8,11, sensordata,3688.982019
8,12, sensordata,3985.255349
8,13, sensordata,4440.903304
8,14, sensordata,4690.565062
8,0, temperature,15.40785023
8,1, temperature,8.077808847
8,2, temperature,2.436420205
8,3, temperature,10.45453676
8,4, temperature,10.49922635
8,5, temperature,6.763959429
8,6, temperature,11.76613531
8,7, temperature,6.293524316
8,8, temperature,14.21851212
8,9, temperature,9.220174804
8,10, temperature,7.295596699
8,11, temperature,16.9296517
8,12, temperature,10.82255631
8,13, temperature,13.74485368
8,14, temperature,14.57466848
8,0, treatment,0
8,1, treatment,0
8,2, treatment,1
8,3, treatment,1
8,4, treatment,0
8,5, treatment,0
8,6, treatment,1
8,7, treatment,1
8,8, treatment,0
8,9, treatment,1
8,10, treatment,0
8,11, treatment,0
8,12, treatment,0
8,13, treatment,1
8,14, treatment,0
9,0, humidity,18.33251511
9,1, humidity,18.20654493
9,2, humidity,21.81048707
9,3, humidity,18.30328234
9,4, humidity,25.60613071
9,5, humidity,11.70692918
9,6, humidity,16.19854726
9,7, humidity,14.01807569
9,8, humidity,25.01437591
9,9, humidity,21.7159326
9,10, humidity,17.80154422
9,11, humidity,21.94015365
9,12, humidity,18.34299734
9,13, humidity,21.23766292
9,14, humidity,19.0283084
9,0, intensityofuse,11.67196285
9,1, intensityofuse,8.388771225
9,2, intensityofuse,11.32174039
9,3, intensityofuse,12.62467596
9,4, intensityofuse,12.312646
9,5, intensityofuse,8.172230245
9,6, intensityofuse,8.595932747
9,7, intensityofuse,8.646439984
9,8, intensityofuse,10.27518382
9,9, intensityofuse,6.609624722
9,10, intensityofuse,8.020107548
9,11, intensityofuse,10.88704943
9,12, intensityofuse,10.75685734
9,13, intensityofuse,8.821734168
9,14, intensityofuse,7.569590311
9,0, productionvolume,32.21850458
9,1, productionvolume,30.51719021
9,2, productionvolume,28.44126826
9,3, productionvolume,25.70011664
9,4, productionvolume,22.69255431
9,5, productionvolume,20.55589937
9,6, productionvolume,19.63899731
9,7, productionvolume,18.16826716
9,8, productionvolume,15.80384584
9,9, productionvolume,13.4974831
9,10, productionvolume,12.57790382
9,11, productionvolume,10.66739681
9,12, productionvolume,8.944255301
9,13, productionvolume,7.545232448
9,14, productionvolume,6.260624501
9,0, sensordata,334.4486259
9,1, sensordata,549.9934625
9,2, sensordata,917.6260591
9,3, sensordata,1372.338948
9,4, sensordata,1819.894759
9,5, sensordata,2013.335431
9,6, sensordata,2168.870821
9,7, sensordata,2380.649032
9,8, sensordata,2878.197217
9,9, sensordata,3072.557852
9,10, sensordata,3228.786498
9,11, sensordata,3570.99446
9,12, sensordata,3745.72895
9,13, sensordata,3990.701316
9,14, sensordata,4203.035174
9,0, temperature,9.836568149
9,1, temperature,9.651141021
9,2, temperature,11.33748241
9,3, temperature,14.16238938
9,4, temperature,13.68705268
9,5, temperature,9.843800791
9,6, temperature,11.76798576
9,7, temperature,3.404659995
9,8, temperature,16.80000675
9,9, temperature,10.95446253
9,10, temperature,15.26847935
9,11, temperature,8.012130517
9,12, temperature,2.0508819
9,13, temperature,8.65211465
9,14, temperature,18.43246351
9,0, treatment,1
9,1, treatment,0
9,2, treatment,0
9,3, treatment,0
9,4, treatment,0
9,5, treatment,1
9,6, treatment,0
9,7, treatment,0
9,8, treatment,0
9,9, treatment,1
9,10, treatment,0
9,11, treatment,0
9,12, treatment,0
9,13, treatment,1
9,14, treatment,1
10,0, humidity,24.20394029
10,1, humidity,13.72111531
10,2, humidity,16.60483642
10,3, humidity,12.51054533
10,4, humidity,16.51542818
10,5, humidity,17.61402307
10,6, humidity,21.24646817
10,7, humidity,18.49266651
10,8, humidity,13.57271839
10,9, humidity,20.01303006
10,10, humidity,20.43307832
10,11, humidity,6.578256836
10,12, humidity,22.49495544
10,13, humidity,26.6972218
10,14, humidity,34.14052936
10,0, intensityofuse,10.15227684
10,1, intensityofuse,10.93404134
10,2, intensityofuse,12.24183497
10,3, intensityofuse,4.99464627
10,4, intensityofuse,7.51855465
10,5, intensityofuse,15.9544805
10,6, intensityofuse,4.206786798
10,7, intensityofuse,7.647861717
10,8, intensityofuse,6.814372817
10,9, intensityofuse,9.504436557
10,10, intensityofuse,8.067254787
10,11, intensityofuse,4.910704369
10,12, intensityofuse,10.14785885
10,13, intensityofuse,12.05876444
10,14, intensityofuse,13.595472
10,0, productionvolume,32.09635226
10,1, productionvolume,29.87031477
10,2, productionvolume,27.66963714
10,3, productionvolume,26.00820032
10,4, productionvolume,24.957775
10,5, productionvolume,22.75737057
10,6, productionvolume,20.96066288
10,7, productionvolume,19.89342876
10,8, productionvolume,18.52290837
10,9, productionvolume,16.88969876
10,10, productionvolume,15.47005953
10,11, productionvolume,14.92123146
10,12, productionvolume,14.04052015
10,13, productionvolume,12.1106588
10,14, productionvolume,9.470939363
10,0, sensordata,371.0943205
10,1, sensordata,667.811247
10,2, sensordata,1031.297611
10,3, sensordata,1166.242293
10,4, sensordata,1346.425208
10,5, sensordata,1826.36362
10,6, sensordata,1952.971972
10,7, sensordata,2140.348726
10,8, sensordata,2302.778764
10,9, sensordata,2630.311609
10,10, sensordata,2793.327654
10,11, sensordata,2801.175902
10,12, sensordata,3029.502154
10,13, sensordata,3337.300206
10,14, sensordata,3899.607106
10,0, temperature,13.85605906
10,1, temperature,11.56152918
10,2, temperature,15.11232271
10,3, temperature,11.94785812
10,4, temperature,9.386364111
10,5, temperature,1.812960312
10,6, temperature,5.070874563
10,7, temperature,16.01180693
10,8, temperature,5.988661519
10,9, temperature,9.020305484
10,10, temperature,10.74661976
10,11, temperature,8.382643953
10,12, temperature,10.49601113
10,13, temperature,3.614659569
10,14, temperature,18.81218634
10,0, treatment,0
10,1, treatment,0
10,2, treatment,0
10,3, treatment,0
10,4, treatment,0
10,5, treatment,1
10,6, treatment,1
10,7, treatment,0
10,8, treatment,0
10,9, treatment,1
10,10, treatment,1
10,11, treatment,1
10,12, treatment,0
10,13, treatment,1
10,14, treatment,0
11,0, humidity,25.44055432
11,1, humidity,23.67908001
11,2, humidity,16.75159538
11,3, humidity,21.18136227
11,4, humidity,12.38759155
11,5, humidity,22.95028006
11,6, humidity,22.8486199
11,7, humidity,28.30347404
11,8, humidity,22.30362015
11,9, humidity,23.80175865
11,10, humidity,16.12078909
11,11, humidity,21.34512771
11,12, humidity,25.75881377
11,13, humidity,18.34166241
11,14, humidity,27.6835843
11,0, intensityofuse,9.056219037
11,1, intensityofuse,11.84519255
11,2, intensityofuse,4.280795939
11,3, intensityofuse,12.2518286
11,4, intensityofuse,11.05630727
11,5, intensityofuse,7.347401709
11,6, intensityofuse,11.78085898
11,7, intensityofuse,5.081205372
11,8, intensityofuse,8.036176925
11,9, intensityofuse,13.68497965
11,10, intensityofuse,7.819477812
11,11, intensityofuse,8.01731885
11,12, intensityofuse,14.43175725
11,13, intensityofuse,7.513256239
11,14, intensityofuse,5.77880503
11,0, productionvolume,32.16860495
11,1, productionvolume,29.45925274
11,2, productionvolume,27.88933726
11,3, productionvolume,26.35483565
11,4, productionvolume,24.45019816
11,5, productionvolume,22.61467308
11,6, productionvolume,20.66176682
11,7, productionvolume,18.19549484
11,8, productionvolume,16.37111524
11,9, productionvolume,14.02037326
11,10, productionvolume,11.90073752
11,11, productionvolume,10.1114057
11,12, productionvolume,7.814700697
11,13, productionvolume,6.013048973
11,14, productionvolume,5.050532997
11,0, sensordata,349.4185152
11,1, sensordata,812.8056631
11,2, sensordata,909.7768101
11,3, sensordata,1250.653189
11,4, sensordata,1488.491821
11,5, sensordata,1727.106255
11,6, sensordata,2140.021324
11,7, sensordata,2401.330225
11,8, sensordata,2687.335203
11,9, sensordata,3106.552819
11,10, sensordata,3323.225924
11,11, sensordata,3643.352366
11,12, sensordata,4094.142658
11,13, sensordata,4193.557113
11,14, sensordata,4348.909677
11,0, temperature,8.583564953
11,1, temperature,14.5314613
11,2, temperature,12.02037342
11,3, temperature,16.39643905
11,4, temperature,2.413047897
11,5, temperature,15.64231256
11,6, temperature,13.38594257
11,7, temperature,12.11307198
11,8, temperature,9.947266297
11,9, temperature,5.747744808
11,10, temperature,8.679594141
