id,time,variable,value
1,5, productionvolume,3332.984438
1,6, productionvolume,3977.545357
1,7, productionvolume,3766.94821
1,8, productionvolume,3424.59199
1,9, productionvolume,3143.765204
1,0, sensordata,106.1844115
1,1, sensordata,151.1070442
1,2, sensordata,90.79968101
1,3, sensordata,349.9378061
1,4, sensordata,198.399062
1,5, sensordata,171.9802962
1,6, sensordata,11.22732155
1,7, sensordata,116.5258951
1,8, sensordata,199.7952353
1,9, sensordata,226.648755
1,0, temperature,10.02688238
1,1, temperature,8.732484367
1,2, temperature,10.11507661
1,3, temperature,9.685821765
1,4, temperature,9.529566724
1,5, temperature,10.10007361
1,6, temperature,10.3193251
1,7, temperature,9.628603289
1,8, temperature,10.23898971
1,9, temperature,9.86802822
1,0, treatment,0
1,1, treatment,0
1,2, treatment,1
1,3, treatment,0
1,4, treatment,0
1,5, treatment,1
1,6, treatment,1
1,7, treatment,1
1,8, treatment,0
1,9, treatment,1
2,0, condition,34.03929214
2,1, condition,61.33068035
2,2, condition,137.1307718
2,3, condition,335.6943735
2,4, condition,75.37779408
2,5, condition,77.4233579
2,6, condition,92.58366325
2,7, condition,156.8271071
2,8, condition,42.96789209
2,9, condition,181.5584881
2,0, cumumulativeproduction,3917.504692
2,1, cumumulativeproduction,7809.453336
2,2, cumumulativeproduction,11298.43114
2,3, cumumulativeproduction,14033.46287
2,4, cumumulativeproduction,17887.10855
2,5, cumumulativeproduction,21594.58162
2,6, cumumulativeproduction,25407.30179
2,7, cumumulativeproduction,28941.69478
2,8, cumumulativeproduction,32870.76071
2,9, cumumulativeproduction,36487.20367
2,0, environment,19.62251297
2,1, environment,21.46479526
2,2, environment,20.3544952
2,3, environment,18.22783982
2,4, environment,18.9225576
2,5, environment,20.02845619
2,6, environment,21.7975566
2,7, environment,17.88303829
2,8, environment,21.85450363
2,9, environment,21.20837939
2,0, intensityofuse,4.428538569
2,1, intensityofuse,5.246097202
2,2, intensityofuse,5.213856141
2,3, intensityofuse,4.890131191
2,4, intensityofuse,5.412617658
2,5, intensityofuse,5.448063983
2,6, intensityofuse,5.022683194
2,7, intensityofuse,4.999786776
2,8, intensityofuse,4.827949894
2,9, intensityofuse,5.497929925
2,0, productionvolume,3917.504692
2,1, productionvolume,3891.948645
2,2, productionvolume,3488.977805
2,3, productionvolume,2735.031731
2,4, productionvolume,3853.645677
2,5, productionvolume,3707.473067
2,6, productionvolume,3812.720176
2,7, productionvolume,3534.392992
2,8, productionvolume,3929.065924
2,9, productionvolume,3616.442958
2,0, sensordata,41.24765423
2,1, sensordata,54.02567759
2,2, sensordata,147.1172321
2,3, sensordata,350.2016548
2,4, sensordata,73.17716158
2,5, sensordata,85.16267518
2,6, sensordata,93.63991183
2,7, sensordata,138.5250834
2,8, sensordata,35.46703811
2,9, sensordata,191.7785209
2,0, temperature,9.701199689
2,1, temperature,9.484300754
2,2, temperature,10.14287615
2,3, temperature,10.93773659
2,4, temperature,9.960823981
2,5, temperature,10.09952877
2,6, temperature,9.206452756
2,7, temperature,10.81036958
2,8, temperature,9.717588817
2,9, temperature,9.575721533
2,0, treatment,0
2,1, treatment,0
2,2, treatment,1
2,3, treatment,0
2,4, treatment,1
2,5, treatment,0
2,6, treatment,1
2,7, treatment,0
2,8, treatment,0
2,9, treatment,0
3,0, condition,36.14121098
3,1, condition,64.19059063
3,2, condition,53.98313918
3,3, condition,128.5447249
3,4, condition,95.77788023
3,5, condition,36.98976963
3,6, condition,177.6696163
3,7, condition,199.0288505
3,8, condition,114.7628547
3,9, condition,161.7671163
3,0, cumumulativeproduction,3934.801173
3,1, cumumulativeproduction,7791.121166
3,2, cumumulativeproduction,11695.91924
3,3, cumumulativeproduction,15452.23721
3,4, cumumulativeproduction,19274.95302
3,5, cumumulativeproduction,23178.59466
3,6, cumumulativeproduction,26861.75178
3,7, cumumulativeproduction,30234.62563
3,8, cumumulativeproduction,34035.01784
3,9, cumumulativeproduction,37574.66155
3,0, environment,22.62671417
3,1, environment,18.17246254
3,2, environment,20.04643045
3,3, environment,17.37719453
3,4, environment,23.82003877
3,5, environment,19.64988569
3,6, environment,19.14038412
3,7, environment,20.15311113
3,8, environment,19.77416023
3,9, environment,19.83366766
3,0, intensityofuse,4.463680572
3,1, intensityofuse,5.335329694
3,2, intensityofuse,5.026261268
3,3, intensityofuse,4.710207742
3,4, intensityofuse,4.647217115
3,5, intensityofuse,4.988939392
3,6, intensityofuse,4.807158446
3,7, intensityofuse,4.891913244
3,8, intensityofuse,4.832337693
3,9, intensityofuse,5.458528683
3,0, productionvolume,3934.801173
3,1, productionvolume,3856.319994
3,2, productionvolume,3904.798077
3,3, productionvolume,3756.317966
3,4, productionvolume,3822.715812
3,5, productionvolume,3903.641637
3,6, productionvolume,3683.157125
3,7, productionvolume,3372.87385
3,8, productionvolume,3800.392205
3,9, productionvolume,3539.643712
3,0, sensordata,32.59941367
3,1, sensordata,71.84000315
3,2, sensordata,47.60096128
3,3, sensordata,121.8410168
3,4, sensordata,88.64209396
3,5, sensordata,48.17918136
3,6, sensordata,158.4214376
3,7, sensordata,209.6233251
3,8, sensordata,99.80389729
3,9, sensordata,163.2270374
3,0, temperature,9.527275412
3,1, temperature,10.6512379
3,2, temperature,9.635287332
3,3, temperature,10.67951043
3,4, temperature,9.06750936
3,5, temperature,10.30666067
3,6, temperature,9.699089463
3,7, temperature,10.09026964
3,8, temperature,10.28090884
3,9, temperature,9.842818711
3,0, treatment,0
3,1, treatment,0
3,2, treatment,1
3,3, treatment,0
3,4, treatment,0
3,5, treatment,0
3,6, treatment,1
3,7, treatment,1
3,8, treatment,0
3,9, treatment,1
4,0, condition,83.13718555
4,1, condition,376.1907866
4,2, condition,92.65148521
4,3, condition,54.64150086
4,4, condition,63.61336202
4,5, condition,141.6045541
4,6, condition,120.1898212
4,7, condition,125.2795361
4,8, condition,218.5660421
4,9, condition,147.6018854
4,0, cumumulativeproduction,3848.20854
4,1, cumumulativeproduction,6818.023568
4,2, cumumulativeproduction,10619.47269
4,3, cumumulativeproduction,14506.8518
4,4, cumumulativeproduction,18383.65304
4,5, cumumulativeproduction,21960.28993
4,6, cumumulativeproduction,25551.11252
4,7, cumumulativeproduction,29204.91614
4,8, cumumulativeproduction,32546.82097
4,9, cumumulativeproduction,36071.38269
4,0, environment,19.41440556
4,1, environment,20.16838167
4,2, environment,21.2014976
4,3, environment,21.17265569
4,4, environment,19.85681642
4,5, environment,18.02335722
4,6, environment,20.5231075
4,7, environment,20.0611365
4,8, environment,20.19778485
4,9, environment,20.62824821
4,0, intensityofuse,5.134730343
4,1, intensityofuse,5.345742426
4,2, intensityofuse,4.721750731
4,3, intensityofuse,4.845948734
4,4, intensityofuse,4.953505999
4,5, intensityofuse,4.912112338
4,6, intensityofuse,5.364356886
4,7, intensityofuse,4.552338951
4,8, intensityofuse,4.70063139
4,9, intensityofuse,4.97586413
4,0, productionvolume,3848.20854
4,1, productionvolume,2969.815028
4,2, productionvolume,3801.449123
4,3, productionvolume,3887.379109
4,4, productionvolume,3876.801242
4,5, productionvolume,3576.636886
4,6, productionvolume,3590.822588
4,7, productionvolume,3653.803625
4,8, productionvolume,3341.904832
4,9, productionvolume,3524.561718
4,0, sensordata,75.89573024
4,1, sensordata,382.4566806
4,2, sensordata,99.27543843
4,3, sensordata,56.31044529
4,4, sensordata,61.59937913
4,5, sensordata,128.2340805
4,6, sensordata,126.4023489
4,7, sensordata,117.9771838
4,8, sensordata,227.6616792
4,9, sensordata,132.9070789
4,0, temperature,10.38178647
4,1, temperature,9.769564511
4,2, temperature,9.853573109
4,3, temperature,9.63687015
4,4, temperature,9.680726814
4,5, temperature,10.28452104
4,6, temperature,10.06603674
4,7, temperature,10.29585643
4,8, temperature,9.97168214
4,9, temperature,10.13625616
4,0, treatment,1
4,1, treatment,1
4,2, treatment,0
4,3, treatment,1
4,4, treatment,0
4,5, treatment,1
4,6, treatment,0
4,7, treatment,0
4,8, treatment,1
4,9, treatment,0
5,0, condition,97.65496964
5,1, condition,67.79056589
5,2, condition,69.86301036
5,3, condition,129.0465706
5,4, condition,135.9189843
5,5, condition,37.12811864
5,6, condition,130.5841674
5,7, condition,80.3497977
5,8, condition,27.9971795
5,9, condition,63.18438882
5,0, cumumulativeproduction,3794.873585
5,1, cumumulativeproduction,7534.403585
5,2, cumumulativeproduction,11386.46394
5,3, cumumulativeproduction,15006.3629
5,4, cumumulativeproduction,18600.61699
5,5, cumumulativeproduction,22542.87504
5,6, cumumulativeproduction,26069.47606
5,7, cumumulativeproduction,29887.9956
5,8, cumumulativeproduction,33838.78412
5,9, cumumulativeproduction,37673.82999
5,0, environment,22.2820215
5,1, environment,19.86034569
5,2, environment,20.05680946
5,3, environment,20.41413837
5,4, environment,18.71928517
5,5, environment,19.94985967
5,6, environment,18.91698876
5,7, environment,18.58725772
5,8, environment,15.68498948
5,9, environment,18.00532407
5,0, intensityofuse,5.604165692
5,1, intensityofuse,4.692726778
5,2, intensityofuse,4.457600765
5,3, intensityofuse,4.736940536
5,4, intensityofuse,4.962863455
5,5, intensityofuse,5.167568915
5,6, intensityofuse,5.180301046
5,7, intensityofuse,5.181501446
5,8, intensityofuse,5.217512461
5,9, intensityofuse,5.430099755
5,0, productionvolume,3794.873585
5,1, productionvolume,3739.53
5,2, productionvolume,3852.060354
5,3, productionvolume,3619.898962
5,4, productionvolume,3594.254084
5,5, productionvolume,3942.258054
5,6, productionvolume,3526.60102
5,7, productionvolume,3818.519542
5,8, productionvolume,3950.788519
5,9, productionvolume,3835.045872
5,0, sensordata,102.5632076
5,1, sensordata,76.78358705
5,2, sensordata,73.96982276
5,3, sensordata,131.2453227
5,4, sensordata,145.9399055
5,5, sensordata,28.87097283
5,6, sensordata,138.8489336
5,7, sensordata,90.74022899
5,8, sensordata,24.60574061
5,9, sensordata,62.584058
5,0, temperature,9.212722119
5,1, temperature,9.631925949
5,2, temperature,9.733567869
5,3, temperature,9.681095375
5,4, temperature,9.745318446
5,5, temperature,9.950844681
5,6, temperature,10.90383113
5,7, temperature,9.881152969
5,8, temperature,11.06125495
5,9, temperature,10.62985783
5,0, treatment,0
5,1, treatment,1
5,2, treatment,1
5,3, treatment,1
5,4, treatment,1
5,5, treatment,0
5,6, treatment,0
5,7, treatment,0
5,8, treatment,1
5,9, treatment,0
6,0, condition,105.5431441
6,1, condition,122.8908254
6,2, condition,95.54232274
6,3, condition,178.2128892
6,4, condition,27.57988435
6,5, condition,149.5173118
6,6, condition,110.7603825
6,7, condition,341.5653628
6,8, condition,143.5110276
6,9, condition,304.48219
6,0, cumumulativeproduction,3768.32055
6,1, cumumulativeproduction,7409.755378
6,2, cumumulativeproduction,11055.5763
6,3, cumumulativeproduction,14701.48628
6,4, cumumulativeproduction,18634.06092
6,5, cumumulativeproduction,22171.60879
6,6, cumumulativeproduction,25983.06774
6,7, cumumulativeproduction,28877.78484
6,8, cumumulativeproduction,32354.43823
6,9, cumumulativeproduction,35384.53853
6,0, environment,19.08189748
6,1, environment,18.67379949
6,2, environment,18.79212398
6,3, environment,18.6475386
6,4, environment,20.14981873
6,5, environment,19.84380588
6,6, environment,19.14526207
6,7, environment,19.80200449
6,8, environment,19.46794971
6,9, environment,17.25241881
6,0, intensityofuse,5.520683961
6,1, intensityofuse,5.847155767
6,2, intensityofuse,4.636262674
6,3, intensityofuse,5.021006008
6,4, intensityofuse,5.244566338
6,5, intensityofuse,4.914359963
6,6, intensityofuse,5.041445022
6,7, intensityofuse,4.639294384
6,8, intensityofuse,5.439952391
6,9, intensityofuse,5.202900802
6,0, productionvolume,3768.32055
6,1, productionvolume,3641.434828
6,2, productionvolume,3645.820921
6,3, productionvolume,3645.909984
6,4, productionvolume,3932.574637
6,5, productionvolume,3537.547867
6,6, productionvolume,3811.458948
6,7, productionvolume,2894.717099
6,8, productionvolume,3476.653392
6,9, productionvolume,3030.100305
6,0, sensordata,115.8397251
6,1, sensordata,125.5353549
6,2, sensordata,101.1357484
6,3, sensordata,177.0450078
6,4, sensordata,33.71268155
6,5, sensordata,132.7853598
6,6, sensordata,94.27052607
6,7, sensordata,328.957692
6,8, sensordata,160.24503
6,9, sensordata,315.5657824
6,0, temperature,10.3846737
6,1, temperature,10.20990097
6,2, temperature,10.50535611
6,3, temperature,10.27764119
6,4, temperature,9.909855193
6,5, temperature,10.17751214
6,6, temperature,9.903585432
6,7, temperature,10.25527987
6,8, temperature,9.909957856
6,9, temperature,10.97692775
6,0, treatment,1
6,1, treatment,0
6,2, treatment,1
6,3, treatment,0
6,4, treatment,1
6,5, treatment,0
6,6, treatment,1
6,7, treatment,0
6,8, treatment,0
6,9, treatment,1
7,0, condition,33.31448487
7,1, condition,169.3468671
7,2, condition,110.6624406
7,3, condition,116.0411985
7,4, condition,295.6557615
7,5, condition,68.93812555
7,6, condition,172.9852217
7,7, condition,180.2172514
7,8, condition,30.34349186
7,9, condition,88.42454574
7,0, cumumulativeproduction,3911.470344
7,1, cumumulativeproduction,7536.414609
7,2, cumumulativeproduction,11323.74143
7,3, cumumulativeproduction,15094.2209
7,4, cumumulativeproduction,18145.84105
7,5, cumumulativeproduction,22014.49717
7,6, cumumulativeproduction,25471.66961
7,7, cumumulativeproduction,29014.60061
7,8, cumumulativeproduction,32961.49305
7,9, cumumulativeproduction,36785.26398
7,0, environment,20.68344189
7,1, environment,17.32746476
7,2, environment,24.02890181
7,3, environment,17.3178702
7,4, environment,18.22889072
7,5, environment,20.54805558
7,6, environment,20.70461496
7,7, environment,21.14275252
7,8, environment,18.43852048
7,9, environment,21.02584593
7,0, intensityofuse,4.736950856
7,1, intensityofuse,4.862845022
7,2, intensityofuse,5.141412064
7,3, intensityofuse,5.152344638
7,4, intensityofuse,5.186077221
7,5, intensityofuse,4.843799906
7,6, intensityofuse,4.913617589
7,7, intensityofuse,4.824001906
7,8, intensityofuse,5.794192437
7,9, intensityofuse,4.973122446
7,0, productionvolume,3911.470344
7,1, productionvolume,3624.944264
7,2, productionvolume,3787.32682
7,3, productionvolume,3770.479474
7,4, productionvolume,3051.620146
7,5, productionvolume,3868.656123
7,6, productionvolume,3457.172441
7,7, productionvolume,3542.930998
7,8, productionvolume,3946.89244
7,9, productionvolume,3823.770932
7,0, sensordata,44.26482784
7,1, sensordata,187.5278678
7,2, sensordata,106.3365902
7,3, sensordata,114.7602631
7,4, sensordata,306.1201258
7,5, sensordata,65.67193829
7,6, sensordata,171.161429
7,7, sensordata,184.1377009
7,8, sensordata,26.55377985
7,9, sensordata,88.11453402
7,0, temperature,9.826951713
7,1, temperature,10.51343576
7,2, temperature,9.028352129
7,3, temperature,11.14101744
7,4, temperature,10.5381658
7,5, temperature,9.870445037
7,6, temperature,10.72071501
7,7, temperature,9.270000767
7,8, temperature,9.793105683
7,9, temperature,9.844429001
7,0, treatment,0
7,1, treatment,0
7,2, treatment,1
7,3, treatment,1
7,4, treatment,0
7,5, treatment,1
7,6, treatment,0
7,7, treatment,0
7,8, treatment,1
7,9, treatment,0
8,0, condition,6.476711056
8,1, condition,142.8034797
8,2, condition,85.52522949
8,3, condition,329.7237228
8,4, condition,123.0183114
8,5, condition,95.8023243
8,6, condition,245.8109485
8,7, condition,130.403676
8,8, condition,208.0229588
8,9, condition,302.3043717
8,0, cumumulativeproduction,3976.198555
8,1, cumumulativeproduction,7684.460728
8,2, cumumulativeproduction,11495.05688
8,3, cumumulativeproduction,14411.17
8,4, cumumulativeproduction,18164.61078
8,5, cumumulativeproduction,21983.8712
8,6, cumumulativeproduction,25302.01055
8,7, cumumulativeproduction,29078.24685
8,8, cumumulativeproduction,32664.815
8,9, cumumulativeproduction,35730.49004
8,0, environment,20.09033362
8,1, environment,17.73397688
8,2, environment,19.40067375
8,3, environment,20.5455769
8,4, environment,20.93532135
8,5, environment,17.97570225
8,6, environment,20.32155011
8,7, environment,21.37620163
8,8, environment,18.81718806
8,9, environment,19.04362326
8,0, intensityofuse,4.772044594
8,1, intensityofuse,5.27364875
8,2, intensityofuse,5.290310388
8,3, intensityofuse,5.176275786
8,4, intensityofuse,4.768756799
8,5, intensityofuse,5.391208771
8,6, intensityofuse,4.855823756
8,7, intensityofuse,4.743805965
8,8, intensityofuse,5.433322895
8,9, intensityofuse,4.427094139
8,0, productionvolume,3976.198555
8,1, productionvolume,3708.262172
8,2, productionvolume,3810.596155
8,3, productionvolume,2916.113114
8,4, productionvolume,3753.440781
8,5, productionvolume,3819.26042
8,6, productionvolume,3318.139355
8,7, productionvolume,3776.236297
8,8, productionvolume,3586.568145
8,9, productionvolume,3065.675049
8,0, sensordata,11.90072232
8,1, sensordata,145.8689138
8,2, sensordata,94.70192232
8,3, sensordata,318.8333625
8,4, sensordata,123.2796095
8,5, sensordata,90.36979025
8,6, sensordata,236.2473371
8,7, sensordata,111.8818513
8,8, sensordata,206.7159276
8,9, sensordata,302.9066617
8,0, temperature,10.25117048
8,1, temperature,10.59879821
8,2, temperature,10.59005965
8,3, temperature,10.54153414
8,4, temperature,9.511524805
8,5, temperature,10.28719788
8,6, temperature,9.719828536
8,7, temperature,9.406316992
8,8, temperature,10.31804382
8,9, temperature,10.2569873
8,0, treatment,1
8,1, treatment,0
8,2, treatment,1
8,3, treatment,0
8,4, treatment,0
8,5, treatment,0
8,6, treatment,0
8,7, treatment,0
8,8, treatment,1
8,9, treatment,1
9,0, condition,36.13873126
9,1, condition,126.908317
9,2, condition,269.4965175
9,3, condition,235.725289
9,4, condition,139.7088216
9,5, condition,117.3870788
9,6, condition,46.74601293
9,7, condition,154.5583791
9,8, condition,18.64757422
9,9, condition,103.5936433
9,0, cumumulativeproduction,3935.296914
9,1, cumumulativeproduction,7676.935908
9,2, cumumulativeproduction,10953.65178
9,3, cumumulativeproduction,14167.42874
9,4, cumumulativeproduction,17763.37074
9,5, cumumulativeproduction,21500.82305
9,6, cumumulativeproduction,25411.29398
9,7, cumumulativeproduction,29061.07475
9,8, cumumulativeproduction,32976.19451
9,9, cumumulativeproduction,36694.35235
9,0, environment,19.65947955
9,1, environment,17.81211682
9,2, environment,21.35660829
9,3, environment,20.05165927
9,4, environment,18.48363805
9,5, environment,20.55440276
9,6, environment,19.17036023
9,7, environment,20.31708947
9,8, environment,19.72555738
9,9, environment,21.59071482
9,0, intensityofuse,4.876720639
9,1, intensityofuse,5.027191475
9,2, intensityofuse,4.239681371
9,3, intensityofuse,5.515396273
9,4, intensityofuse,5.074392949
9,5, intensityofuse,5.18924489
9,6, intensityofuse,4.703480857
9,7, intensityofuse,4.646922977
9,8, intensityofuse,4.735065148
9,9, intensityofuse,4.590038183
9,0, productionvolume,3935.296914
9,1, productionvolume,3741.638994
9,2, productionvolume,3276.715872
9,3, productionvolume,3213.776964
9,4, productionvolume,3595.941996
9,5, productionvolume,3737.452306
9,6, productionvolume,3910.470929
9,7, productionvolume,3649.780773
9,8, productionvolume,3915.119759
9,9, productionvolume,3718.157839
9,0, sensordata,32.35154289
9,1, sensordata,129.180503
9,2, sensordata,262.9278459
9,3, sensordata,223.7208525
9,4, sensordata,128.7476948
9,5, sensordata,131.2738468
9,6, sensordata,44.76453528
9,7, sensordata,175.1096133
9,8, sensordata,42.44012032
9,9, sensordata,114.425854
9,0, temperature,10.21205161
9,1, temperature,9.948844392
9,2, temperature,9.68782319
9,3, temperature,9.853569658
9,4, temperature,10.51835519
9,5, temperature,10.21255753
9,6, temperature,10.20046375
9,7, temperature,9.736787261
9,8, temperature,9.981014487
9,9, temperature,9.434077634
9,0, treatment,1
9,1, treatment,0
9,2, treatment,0
9,3, treatment,0
9,4, treatment,1
9,5, treatment,0
9,6, treatment,0
9,7, treatment,0
9,8, treatment,0
9,9, treatment,1
10,0, condition,15.41013703
10,1, condition,47.73459155
10,2, condition,166.6460678
10,3, condition,125.1005876
10,4, condition,168.6248453
10,5, condition,156.8741858
10,6, condition,303.2424197
10,7, condition,73.42994746
10,8, condition,318.8673726
10,9, condition,38.09473563
10,0, cumumulativeproduction,3958.702184
10,1, cumumulativeproduction,7868.529767
10,2, cumumulativeproduction,11297.71518
10,3, cumumulativeproduction,14964.69355
10,4, cumumulativeproduction,18358.85413
10,5, cumumulativeproduction,22020.91142
10,6, cumumulativeproduction,24838.9065
10,7, cumumulativeproduction,28569.31699
10,8, cumumulativeproduction,31719.75552
10,9, cumumulativeproduction,35624.3326
10,0, environment,19.63461678
10,1, environment,23.5509812
10,2, environment,21.43632347
10,3, environment,22.41727466
10,4, environment,19.37207597
10,5, environment,20.31505678
10,6, environment,19.27114345
10,7, environment,19.63652355
10,8, environment,19.16551629
10,9, environment,21.88507421
10,0, intensityofuse,5.397092283
10,1, intensityofuse,4.394972959
10,2, intensityofuse,4.761564172
10,3, intensityofuse,4.194280901
10,4, intensityofuse,4.92429355
10,5, intensityofuse,4.936366002
10,6, intensityofuse,5.249623538
10,7, intensityofuse,4.880350261
10,8, intensityofuse,5.115958186
10,9, intensityofuse,4.780336924
10,0, productionvolume,3958.702184
10,1, productionvolume,3909.827582
10,2, productionvolume,3429.185414
10,3, productionvolume,3666.978365
10,4, productionvolume,3394.160581
10,5, productionvolume,3662.05729
10,6, productionvolume,2817.995082
10,7, productionvolume,3730.410495
10,8, productionvolume,3150.438529
10,9, productionvolume,3904.577076
10,0, sensordata,20.64890782
10,1, sensordata,45.08620884
10,2, sensordata,163.1508664
10,3, sensordata,126.1109076
10,4, sensordata,169.1126012
10,5, sensordata,168.971355
10,6, sensordata,308.3161332
10,7, sensordata,77.51274285
10,8, sensordata,311.6752635
10,9, sensordata,47.71146192
10,0, temperature,10.23490867
10,1, temperature,8.904733391
10,2, temperature,9.899729241
10,3, temperature,9.476285986
10,4, temperature,9.466099589
10,5, temperature,10.4856988
10,6, temperature,10.12108657
10,7, temperature,9.966299936
10,8, temperature,10.05899275
10,9, temperature,9.523500313
10,0, treatment,1
10,1, treatment,0
10,2, treatment,1
10,3, treatment,0
10,4, treatment,1
10,5, treatment,0
10,6, treatment,0
10,7, treatment,1
10,8, treatment,0
10,9, treatment,0
11,0, condition,51.50264233
11,1, condition,143.0742492
11,2, condition,135.359122
11,3, condition,108.9230527
11,4, condition,258.5692932
11,5, condition,300.0597274
11,6, condition,85.28200044
11,7, condition,37.7452464
11,8, condition,116.7631902
11,9, condition,38.67900948
11,0, cumumulativeproduction,3913.145693
11,1, cumumulativeproduction,7489.55609
11,2, cumumulativeproduction,11047.28969
11,3, cumumulativeproduction,14775.68012
11,4, cumumulativeproduction,18020.32657
11,5, cumumulativeproduction,20940.91315
11,6, cumumulativeproduction,24788.03897
11,7, cumumulativeproduction,28624.34365
11,8, cumumulativeproduction,32391.77497
11,9, cumumulativeproduction,36260.26106
11,0, environment,20.73594404
11,1, environment,20.00835429
11,2, environment,22.03926511
11,3, environment,19.43870361
11,4, environment,22.35464821
11,5, environment,17.60800218
11,6, environment,19.86975567
11,7, environment,19.54656858
11,8, environment,19.66008021
11,9, environment,18.48411438
11,0, intensityofuse,4.696575049
11,1, intensityofuse,5.226845327
11,2, intensityofuse,4.879926075
11,3, intensityofuse,5.071804179
11,4, intensityofuse,4.884691388
11,5, intensityofuse,4.837637848
11,6, intensityofuse,5.148697366
11,7, intensityofuse,5.292562066
11,8, intensityofuse,5.115855455
11,9, intensityofuse,5.360873804
11,0, productionvolume,3913.145693
11,1, productionvolume,3576.410397
11,2, productionvolume,3557.7336
11,3, productionvolume,3728.390431
11,4, productionvolume,3244.64645
11,5, productionvolume,2920.586574
11,6, productionvolume,3847.125825
11,7, productionvolume,3836.304676
11,8, productionvolume,3767.431322
11,9, productionvolume,3868.48609
11,0, sensordata,43.42715327
11,1, sensordata,142.7553044
11,2, sensordata,144.1209776
11,3, sensordata,105.1407754
11,4, sensordata,243.5649514
11,5, sensordata,302.4416593
11,6, sensordata,76.4370877
11,7, sensordata,53.23403083
11,8, sensordata,116.2843391
11,9, sensordata,65.75695492
11,0, temperature,9.757225675
11,1, temperature,10.66856557
11,2, temperature,9.995922986
11,3, temperature,10.17343196
11,4, temperature,9.76089101
