caseNumber,steps,temperature,intensityOfUse,humidity,productionVolume,treatment
2,12,19.30337233,7.125525522,20.55829339,1954.647694,0
2,13,7.428117787,6.484180135,17.73241516,1940.907442,0
2,14,-0.392456817,10.0956392,23.51914524,1917.145055,0
2,15,5.329728646,10.91396874,17.37246748,1745.462006,1
2,16,0.901008424,6.635805268,24.19400642,1766.740596,1
2,17,9.576378998,11.1153343,17.35275075,1799.028698,1
2,18,11.50903719,9.6239824,21.75130806,1977.988332,0
2,19,11.54512053,5.179508304,18.31670509,1951.246526,0
2,20,11.96349011,11.19130888,10.28066305,1795.716965,1
2,21,19.09283168,6.704251079,11.06477242,1978.563927,0
2,22,13.00272904,11.80790781,25.82230533,1800,1
2,23,5.788127393,7.749910375,17.40376464,1986.852523,0
2,24,10.65632551,11.3386517,24.44793565,1961.933031,0
2,25,9.434494698,9.998414964,15.45846958,1775.997641,1
2,26,12.25880357,2.917817326,16.7360275,1955.563422,0
2,27,7.45540089,9.881402766,20.57218561,1790.579617,1
2,28,4.568353406,5.270316086,24.98283951,1800,1
2,29,11.25336692,12.01464518,23.16943601,1980.919203,0
2,30,18.04877122,6.431125566,20.00649136,1964.692838,0
2,31,10.91686165,7.169535166,28.13298372,1939.762261,0
2,32,11.92859275,9.584784074,23.72648841,1929.633509,0
2,33,11.92214082,14.69805014,19.73547696,1921.487695,0
2,34,8.181833883,14.97945736,17.00856289,1746.854895,1
2,35,5.802054337,9.966420479,20.43042462,1774.546383,1
2,36,10.10136787,11.54641231,20.36584375,1950.006305,0
2,37,7.048445371,10.37585432,13.8171444,1735.976395,1
2,38,8.278544512,10.76012701,19.89757967,1916.666797,0
2,39,15.60296536,12.42956471,20.70251026,1747.535904,1
2,40,8.700565379,10.79000118,18.422567,1916.69196,0
2,41,-0.657106506,12.88147603,34.55584875,1753.188109,1
2,42,12.51266241,6.07583776,21.21447401,1924.595771,0
2,43,8.399907785,3.910593578,15.80567916,1901.736731,0
2,44,10.99881674,8.056506632,12.41138291,1733.901372,1
2,45,-0.24037338,14.89703539,31.73161386,1910.300039,0
2,46,21.32470359,9.965876276,14.41740838,1733.021269,1
2,47,17.40684024,11.19170555,18.05300565,1898.692276,0
2,48,6.061904926,11.0399242,13.99703278,1729.034361,1
2,49,14.53870644,13.34358607,18.51844656,1895.647244,0
3,0,17.99504619,7.003965702,17.46310036,1800,1
3,1,12.54967679,7.989177743,21.05271283,1800,1
3,2,9.638348692,8.667682782,22.1036421,1800,1
3,3,11.66579046,6.098548445,15.38518126,1984.313316,0
3,4,15.71192076,6.409941167,22.62974568,1965.978052,0
3,5,0.497574063,6.703472383,12.39788129,1936.93578,0
3,6,7.898935903,9.909414727,24.93400757,1901.119574,0
3,7,8.932255943,11.23365106,25.39977728,1741.329898,1
3,8,9.206244866,7.570604679,20.97737477,1917.554212,0
3,9,3.499088479,8.41739404,22.61163198,1899.554837,0
3,10,14.47280806,11.89362501,20.55451941,1864.401785,0
3,11,10.02840403,8.399491345,15.74558194,1708.804784,1
3,12,12.9413646,8.746430444,12.41698956,1883.778474,0
3,13,13.9088577,7.273953104,17.72452068,1726.540792,1
3,14,23.09397109,7.321202551,12.57326243,1901.779632,0
3,15,13.82753251,11.0511565,20.02470434,1872.903691,0
3,16,5.953350339,9.412781624,27.69469719,1707.765747,1
3,17,8.252423937,9.396560536,24.89194633,1744.961027,1
3,18,13.24821905,12.05333533,18.48854335,1773.393289,1
3,19,7.449010486,11.86204072,24.17835749,1932.116457,0
3,20,9.511002617,3.537241391,11.50799024,1760.229098,1
3,21,12.08260979,13.51151149,19.66625141,1931.202344,0
3,22,7.530990296,12.40238788,19.21502617,1762.677285,1
3,23,2.729613594,11.64901788,22.17236125,1773.812489,1
3,24,13.54725962,8.540578351,18.8129068,1800,1
3,25,15.84384471,7.373731432,24.74090925,1971.827365,0
3,26,5.434278295,4.626481168,19.48709902,1965.351636,0
3,27,10.07517611,6.511348823,18.98158286,1942.73728,0
3,28,7.169890529,11.59777302,23.0988751,1776.727424,1
3,29,12.0230116,11.45422651,21.56467581,1800,1
3,30,17.64313514,9.118714536,10.15381204,1800,1
3,31,12.50184819,7.673417727,18.05046837,1800,1
3,32,1.313196313,14.3251099,26.23670054,1800,1
3,33,11.33799668,8.950268555,22.37856424,1967.754822,0
3,34,14.68093736,10.41002019,18.30266134,1800,1
3,35,17.65831095,12.32520772,21.10393244,1973.567714,0
3,36,6.456544889,8.127367685,16.7566968,1800,1
3,37,9.980533099,6.497985192,17.51921312,1965.708221,0
3,38,1.81389002,10.08280082,25.39740008,1798.955005,1
3,39,-0.032893679,9.6665456,21.56417824,1800,1
3,40,14.15511014,12.27624028,24.39895633,1975.993875,0
3,41,14.04795322,9.465244049,16.28743215,1938.936507,0
3,42,11.12897111,7.738564388,20.00728805,1758.306731,1
3,43,10.29899361,13.15727987,21.12595254,1937.054537,0
3,44,0.720067282,9.645813457,21.41355007,1905.50952,0
3,45,11.69295498,15.46449342,24.6132499,1738.164122,1
3,46,6.460793179,9.329559884,14.29413904,1750.845762,1
3,47,8.078086117,10.59091474,10.75336624,1929.40878,0
3,48,5.89536986,9.593820267,21.3841705,1922.98638,0
3,49,1.220597404,8.533948954,13.3927362,1902.314175,0
4,0,11.74731294,10.64901125,18.58257135,1800,1
4,1,10.84301673,4.857089011,10.61992522,1800,1
4,2,19.29319049,6.947070377,14.57597834,1800,1
4,3,12.54713026,11.56897085,25.12307995,1977.807213,0
4,4,7.922667595,7.811735139,20.53759932,1800,1
4,5,12.04533266,4.003815296,7.94229069,1973.301322,0
4,6,-5.72129089,7.671954723,20.63157407,1957.918831,0
4,7,12.40902872,6.918523105,12.46724717,1775.226054,1
4,8,15.37924672,5.710445156,22.17078976,1960.206099,0
4,9,15.73802161,11.43469307,21.0733444,1783.956912,1
4,10,14.08732172,8.516178115,14.2777204,1963.285778,0
4,11,12.31574908,8.595415836,13.41761642,1938.411335,0
4,12,3.27354492,9.048157728,19.69644553,1923.224477,0
4,13,12.31529918,5.824794031,17.59997412,1910.144517,0
4,14,9.593894055,8.879095144,19.62383455,1742.096807,1
4,15,6.68059626,10.25623757,19.13897259,1768.66558,1
4,16,11.61385884,10.03058179,17.20320185,1789.01351,1
4,17,7.876061228,8.503086656,19.26306675,1800,1
4,18,15.2666107,5.047400778,20.96112122,1981.194145,0
4,19,9.451869996,13.52126469,25.66715644,1971.678054,0
4,20,-1.954985459,8.814741165,24.46692592,1959.085222,0
4,21,9.66092907,12.25328253,28.54623665,1774.634542,1
4,22,12.18935955,14.19498574,26.92530737,1792.099619,1
4,23,3.339164229,9.851564214,20.04295991,1972.361866,0
4,24,4.030127444,8.162151895,17.00161521,1925.121777,0
4,25,15.44874643,8.541245464,14.08119034,1767.582524,1
4,26,4.015179546,12.22232705,24.41036365,1792.171944,1
4,27,1.899860176,11.20423405,31.91141066,1974.676839,0
4,28,5.027755269,8.30915922,21.153574,1780.966123,1
4,29,7.375814571,13.228784,21.32679608,1944.209644,0
4,30,11.41260127,9.448196553,19.37315171,1769.081118,1
4,31,11.69353076,6.729932835,23.34611696,1785.756082,1
4,32,10.09368555,13.63068639,32.02705472,1963.182182,0
4,33,20.618721,10.61398424,23.66176408,1794.680687,1
4,34,13.39465505,10.39257396,17.64958203,1800,1
4,35,2.069708448,7.920506355,21.90515115,1800,1
4,36,7.569031289,9.585281901,23.36534173,1800,1
4,37,12.67376011,9.867747693,16.07245988,1975.024577,0
4,38,6.172378558,7.572401246,19.88512471,1953.815962,0
4,39,-3.316800281,11.96744215,16.5516228,1941.141673,0
4,40,11.46149508,10.88105811,21.00267744,1917.468666,0
4,41,15.25892626,8.033150806,13.82708992,1895.088353,0
4,42,13.11508502,10.07329476,17.35171002,1877.615893,0
4,43,16.23393828,5.688983867,7.097272117,1844.283663,0
4,44,12.73660354,9.151087617,14.57496061,1832.737496,0
4,45,15.6724049,9.495166786,6.979983855,1673.267359,1
4,46,10.95977587,5.288126897,20.05391054,1838.126649,0
4,47,4.459951663,11.99497075,23.95929991,1689.264356,1
4,48,9.070208198,2.725259791,17.28178162,1872.415391,0
4,49,10.01008876,7.936224275,24.8580857,1705.687299,1
5,0,12.62118552,9.796000997,19.12037784,1800,1
5,1,7.122776208,6.87063499,22.79423284,1990.169045,0
5,2,2.517863177,15.50407105,22.08716153,1796.899478,1
5,3,16.37937664,7.038085148,12.30809101,1971.045663,0
5,4,1.30543124,11.84752628,29.15136512,1950.112101,0
5,5,2.997371501,9.244064811,21.23224888,1937.036962,0
5,6,11.09890596,13.33259505,23.87226488,1928.492887,0
5,7,9.414941478,9.975942624,29.54613144,1759.470958,1
5,8,5.297868771,6.516627966,21.89634928,1780.878183,1
5,9,13.6574607,14.90754656,26.64131645,1968.857816,0
5,10,9.402689103,9.885901788,14.14952388,1944.518972,0
5,11,14.3282531,5.455025781,19.11356426,1757.802911,1
5,12,19.98360464,7.615270071,17.71579157,1793.109769,1
5,13,17.48468114,7.281303497,9.687706471,1957.112994,0
5,14,17.28976521,10.23020854,13.33292565,1787.577708,1
5,15,8.729739999,5.062270931,21.24551366,1800,1
5,16,9.575168492,10.26860597,19.15547985,1800,1
5,17,6.41943915,12.31583872,15.53539275,1957.233514,0
5,18,8.920598881,10.26418006,24.18077955,1927.67974,0
5,19,6.275514083,7.665826376,19.55510443,1748.636788,1
5,20,10.68093027,8.119425063,17.58019681,1916.42501,0
5,21,10.50447912,6.359147647,19.4568955,1738.448025,1
5,22,8.578568776,12.10755991,18.99571863,1921.855858,0
5,23,16.17008069,9.530396862,24.63662972,1889.21066,0
5,24,10.96270683,-1.095502036,15.68621547,1875.726527,0
5,25,7.850756529,5.817958252,15.46610838,1719.060895,1
5,26,14.88902433,8.098921654,20.18935907,1720.812319,1
5,27,2.845529463,13.81368941,23.67036522,1742.340249,1
5,28,15.31194117,4.797962525,17.38473106,1915.211554,0
5,29,8.280636515,5.923080483,21.5643102,1886.919636,0
5,30,11.03042308,9.332078275,19.16965277,1858.130053,0
5,31,15.95896184,5.376511205,11.66496552,1695.970212,1
5,32,9.269237418,13.65938104,26.27200616,1723.604652,1
5,33,5.711307803,6.259217761,24.51110595,1884.694114,0
5,34,12.69051438,9.42053288,15.18768524,1725.8103,1
5,35,10.3337455,8.672038121,23.00454434,1744.79503,1
5,36,3.080243528,13.76477678,21.27252683,1762.666166,1
5,37,4.558068778,12.02912227,21.94610115,1939.837196,0
5,38,13.74047173,6.584962257,16.73939863,1933.947749,0
5,39,16.65263704,9.931064579,22.26892762,1916.802127,0
5,40,1.773176551,9.146116073,13.59646152,1742.563929,1
5,41,-5.210548283,8.812222745,26.84353485,1756.422443,1
5,42,3.316442034,8.34662496,27.77804175,1780.805396,1
5,43,12.41421398,10.5550635,15.71244477,1800,1
5,44,16.9582702,9.195573599,13.30444901,1990.057635,0
5,45,3.916523201,8.392574029,19.21043043,1800,1
5,46,8.681337521,12.93247884,18.20839942,1984.665925,0
5,47,8.863668029,9.401947571,21.0780145,1800,1
5,48,20.1622817,10.9738833,19.86036745,1986.421725,0
5,49,5.161619678,4.824194215,19.17540613,1800,1
6,0,3.398056035,7.321197375,26.41515172,1988.692322,0
6,1,9.2923694,5.659232808,18.48095641,1786.826532,1
6,2,-1.990795495,14.83202202,29.69507787,1800,1
6,3,6.719328215,11.74011888,27.74277908,1800,1
6,4,14.26484249,6.588124493,22.20418949,1800,1
6,5,9.398802262,10.30509503,24.0931065,1798.576425,1
6,6,9.835364598,8.632167315,16.30198521,1800,1
6,7,14.84341784,10.05263276,17.87351794,1800,1
6,8,11.48569697,10.75106322,23.37563204,1983.901888,0
6,9,1.648168316,4.334139858,17.04760973,1798.806696,1
6,10,23.43760469,7.28026115,8.116647085,1797.981462,1
6,11,4.353824631,5.482810024,18.2720827,1982.191355,0
6,12,18.4532423,5.736464478,9.522674179,1800,1
6,13,4.013981528,10.35590612,17.4420444,1984.594688,0
6,14,10.38575806,12.2891886,28.76308436,1942.358712,0
6,15,1.563600448,8.152392628,15.43083486,1926.999473,0
6,16,14.63558851,7.809546784,10.47538154,1765.733289,1
6,17,5.464801154,13.84209177,27.56312549,1773.359337,1
6,18,5.032928788,7.837782486,26.05628741,1956.26277,0
6,19,10.77538064,6.664525267,9.336906934,1930.846991,0
6,20,9.13019179,15.04316154,24.4647482,1908.38822,0
6,21,11.02838418,4.617235779,19.9732352,1744.371308,1
6,22,6.702146581,6.840604263,20.3869519,1776.726699,1
6,23,0.206241678,10.50304434,36.45317719,1800,1
6,24,9.668789944,9.829612878,18.2136471,1986.448476,0
6,25,8.545284088,15.1978948,26.75086527,1966.396555,0
6,26,14.44667164,8.561727202,22.58122004,1956.517084,0
6,27,8.718782267,9.106155368,26.50247241,1786.232543,1
6,28,12.80951373,8.295220889,17.28564067,1800,1
6,29,2.1217667,13.35088387,27.15273213,1800,1
6,30,9.677435966,10.48168972,11.59613577,1800,1
6,31,12.23724691,14.97504851,16.59200465,1800,1
6,32,9.043330513,6.591399659,15.78782025,1800,1
6,33,11.79070858,5.812782655,14.97062517,1958.180866,0
6,34,3.856081904,13.20892327,30.07629292,1926.322973,0
6,35,10.26634882,9.016599606,20.59294698,1911.70984,0
6,36,11.95681639,13.7231717,19.70433258,1736.509027,1
6,37,16.00462395,12.77364086,19.97895623,1765.426633,1
6,38,11.01710774,5.644463236,17.24395269,1796.097334,1
6,39,13.60690276,5.491395468,15.56865892,1984.940928,0
6,40,14.38168525,16.42954127,21.70458472,1975.256027,0
6,41,4.316943944,8.067125802,21.38917313,1954.378507,0
6,42,10.54123995,2.989856337,13.07446963,1782.566762,1
6,43,10.37185701,14.10385726,18.4267551,1953.024911,0
6,44,12.05643301,10.36427136,27.69145281,1784.347968,1
6,45,7.447258537,5.895891983,24.31169848,1800,1
6,46,10.00531634,5.976801167,17.87737032,1800,1
6,47,10.77573356,6.880789306,23.16913747,1987.811498,0
6,48,8.967591671,10.20213451,22.04442096,1800,1
6,49,3.009198246,5.958837266,15.0655108,1986.43615,0
7,0,13.85800011,13.18300429,20.33142102,1800,1
7,1,17.16712807,6.550616729,11.28381489,1800,1
7,2,18.57306507,10.66206496,18.82525868,1986.668601,0
7,3,16.30008727,9.49630167,21.20537141,1982.74519,0
7,4,10.0022476,7.411722892,21.38433383,1800,1
7,5,8.538823495,9.044414435,12.8789072,1798.321183,1
7,6,6.177930381,9.46397787,20.33016033,1984.75532,0
7,7,12.05709339,14.84776009,23.10148359,1975.393934,0
7,8,13.34221137,8.363831852,21.38050898,1957.032322,0
7,9,8.385624315,7.52569669,18.84931678,1928.010667,0
7,10,8.995176183,10.10508819,20.20421538,1913.149522,0
7,11,5.588275098,10.20650191,11.33237086,1901.399265,0
7,12,8.170241167,6.530390953,17.07915745,1744.998721,1
7,13,2.514006847,13.05125234,23.40099163,1909.476192,0
7,14,15.97391839,8.148248682,22.83104405,1881.878768,0
7,15,5.856294995,9.971808121,27.65046593,1848.466833,0
7,16,15.97396584,11.62386765,21.20083024,1827.379023,0
7,17,18.39765156,7.553226929,14.70527125,1675.729455,1
7,18,3.449739841,9.048656502,19.53443757,1698.462848,1
7,19,8.281802809,7.46856326,20.39203429,1862.653059,0
7,20,24.36107577,4.979232559,10.33339699,1845.980659,0
7,21,14.38643864,5.498532485,15.27590863,1832.26221,0
7,22,18.63553262,6.66601722,12.44672919,1663.231764,1
7,23,14.88184899,10.31156036,23.93448828,1673.119687,1
7,24,10.36465204,6.381848091,15.86839931,1708.337138,1
7,25,11.87565347,10.00065983,16.41196717,1889.024361,0
7,26,17.78374536,11.03975272,20.43681499,1856.652892,0
7,27,6.850811227,10.00376917,22.95576689,1843.580921,0
7,28,14.82826568,7.372771887,19.07444598,1685.513428,1
7,29,10.55510676,4.995104302,8.331373245,1853.140215,0
7,30,-1.762665529,11.175474,25.79441069,1839.664684,0
7,31,7.053310238,8.617560938,22.69254187,1674.028741,1
7,32,8.859345295,12.40419878,23.85310086,1848.625539,0
7,33,16.30889062,11.25373992,20.97913029,1828.275333,0
7,34,9.13798375,8.756870431,20.24968804,1817.998331,0
7,35,9.416348499,12.86283079,14.1410521,1789.386428,0
7,36,13.65903525,7.118803822,19.61155429,1644.876753,1
7,37,5.828906703,9.012583909,20.55840979,1666.308171,1
7,38,10.01311341,11.58178992,26.17644789,1693.174834,1
7,39,14.99261159,0.854661001,7.940666865,1865.419625,0
7,40,15.21634789,14.9761183,17.10081438,1849.541656,0
7,41,16.79012895,7.8969242,12.59376354,1682.985147,1
7,42,18.22134723,10.01917571,13.85584502,1711.405793,1
7,43,6.954643142,9.527560674,19.65879018,1741.410915,1
7,44,9.873501148,14.64569131,18.1115571,1917.480607,0
7,45,10.6776474,7.833172141,21.22152369,1759.836487,1
7,46,15.96096127,7.874297714,9.293309343,1783.386088,1
7,47,5.873545139,11.70692194,16.40642193,1783.626994,1
7,48,12.99080246,9.38748781,10.50832598,1972.612025,0
7,49,13.00128615,7.99912151,13.85350938,1787.8945,1
8,0,6.904118266,9.916112525,22.17900952,1987.566524,0
8,1,0.517934316,7.847772921,18.42344243,1800,1
8,2,1.655919541,9.273630129,23.293885,1971.836297,0
8,3,11.60981877,12.61895726,23.2537483,1952.5478,0
8,4,10.33849603,6.545257859,22.14787299,1779.298303,1
8,5,16.82125443,9.841843969,14.1717156,1968.376189,0
8,6,7.734821483,10.61507933,15.0091603,1954.330906,0
8,7,9.078591205,11.88127017,24.37592914,1936.372455,0
8,8,7.887384179,9.211343296,25.20988285,1925.618545,0
8,9,10.80851264,10.58518148,20.19500283,1759.683534,1
8,10,20.10911491,7.959393898,14.20187608,1937.972843,0
8,11,14.71014665,9.061102659,25.06510091,1767.490534,1
8,12,11.9894338,14.24003327,24.26210273,1786.824577,1
8,13,13.67407869,14.02426549,25.37961554,1800,1
8,14,11.37204745,9.559057999,19.68581753,1800,1
8,15,11.37968171,11.98869336,22.81216397,1980.028987,0
8,16,6.410798408,14.55783498,31.42345721,1957.503106,0
8,17,12.57628234,7.269358744,22.88236675,1933.613799,0
8,18,7.390708313,14.78548125,15.6894295,1912.934515,0
8,19,2.306377845,10.96465954,21.27703515,1740.015851,1
8,20,4.925847392,8.119319347,25.52504519,1768.341374,1
8,21,2.721334133,13.65760107,26.25828949,1789.549676,1
8,22,14.17296796,12.88320652,22.00792433,1963.765812,0
8,23,16.17343206,6.456205297,19.29508532,1778.946601,1
8,24,10.20359286,8.580384068,26.56161744,1800,1
8,25,19.25775961,8.532600734,14.03251901,1985.919361,0
8,26,3.757208473,8.480250938,23.51604033,1957.82578,0
8,27,3.582162819,6.375013426,24.90746201,1943.159068,0
8,28,18.48422683,11.54477797,20.12875224,1924.209324,0
8,29,6.626944492,7.594320193,23.56406622,1738.529736,1
8,30,6.326068703,7.292142355,22.37229552,1709.534378,1
8,31,9.823989609,9.397345513,13.15235867,1734.735752,1
8,32,15.19579572,9.660550102,23.23553513,1901.269961,0
8,33,12.17866949,8.871340983,8.50307172,1888.704468,0
8,34,9.510264869,11.79736074,20.43571171,1728.401786,1
8,35,7.085564152,7.543790882,27.59015189,1885.669969,0
8,36,16.29198542,13.97082012,15.48330301,1875.369094,0
8,37,5.572376335,8.034486291,20.17792595,1854.774585,0
8,38,14.51213372,4.42505919,23.59161312,1692.691662,1
8,39,12.70102662,13.18550955,27.17787508,1713.018526,1
8,40,16.98454328,-0.711387623,6.717006414,1895.166418,0
8,41,4.449217918,12.33215761,25.65257653,1727.746875,1
8,42,14.28868621,8.701942555,11.83128049,1903.360063,0
8,43,13.68855093,10.32789986,19.48447926,1870.022985,0
8,44,1.848912063,7.571551644,19.72596708,1715.896496,1
8,45,13.16460138,13.6525787,21.46000965,1884.703146,0
8,46,12.16560098,6.168152706,13.37938072,1869.54085,0
8,47,5.056713336,10.6624844,22.58667033,1822.739117,0
8,48,16.01458932,11.72758946,14.06568265,1662.835147,1
8,49,1.301954742,11.94383765,27.43473728,1677.414744,1
9,0,3.530704605,10.52018335,29.87788289,1800,1
9,1,9.81949157,9.375949539,17.94151296,1988.842588,0
9,2,3.716230209,10.91279316,17.31096169,1957.711137,0
9,3,15.43507489,4.401954215,7.185157446,1940.768688,0
9,4,8.090861352,6.680346392,25.80862951,1770.051508,1
9,5,6.534721231,11.07749303,31.21313585,1800,1
9,6,17.45436566,11.31709544,20.88665717,1800,1
9,7,11.64949296,14.78627476,24.42421929,1800,1
9,8,5.37901341,9.527258886,25.46682468,1800,1
9,9,17.0602855,8.446608539,16.61102726,1800,1
9,10,9.791500445,5.287248541,21.77888878,1992.013431,0
9,11,14.10430179,13.61765738,23.40343386,1972.32813,0
9,12,6.853132608,9.199203274,15.71784963,1791.451186,1
9,13,12.11962357,10.62088586,17.42335276,1975.833856,0
9,14,15.10960969,6.214731413,17.66815534,1799.873229,1
9,15,9.776487519,9.252080142,22.85296295,1979.79127,0
9,16,13.34511732,4.706482074,12.38874885,1800,1
9,17,15.07571614,6.79724907,26.87800783,1800,1
9,18,25.45491635,9.6056212,8.581016642,1800,1
9,19,12.5041884,11.53285941,26.53922693,1980.800267,0
9,20,12.606173,7.428130259,20.51559395,1954.584753,0
